version	doi	noresp	month	day	age	q01	q02	q03	q04a	q04b	q04c	q04d	q04e	q04f	q04g	q04h	q04i	q05a	q05b	q05c	q05d	q05e	q05f	q05g	q05h	q05i	q06a	q06b	q06c	q06d	q06e	q06f	q06g	q06h	q07	q08	q08a	q08b	q08c	q08d	q08e	q08f	q08g	q09	q10a	q10b	q11	q12a	q12b	q12d1	q12d2	q12d3	q12d4	q12d5	q12d6	q13a	q13b	q14a	q14b	q15a	q15b	q15c	q15d	q15e	q15f	q16a	q16b	q16c	q16d	q16e	q16f	q17a	q17b	q17c	q17d	q17e	q17f	q18	q21	q22a	q22b	q22c	q22d	f1	f2	f3	f4	f5	d02	d03	d04	d05	d06	d07a	d08	d09	d11	d14	d15	d16	d19	d20	c1	c2	c3	c4	gew	gew_roh	intnr	intsex
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1052	11	21	2	2	3	1	5	4	2	4	5	3	4	3	4	3	3	2	4	3	5	4	3	4	3	3	1	3	2	1	1	3	4	5	2	5	5	1	3	1	3	2	1	2	2	4	2	1	1	1				4	3	5	5	2	8	6	2	5	2	3	8	6	2	6	2	2	6	8	2	5	2	6	1	1		2	2	2	4		3	1	2	2	4	2	1	1	3	20	3	1	1	2	2	5	2			2	0.3923888706911487	0.28224	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1053	10	19	7	3	3	2	5	5	3	4	4	4	4	4	4	2	4	2	4	3	3	2	3	5	2	3	1	2	3	1	2	2	4	4	3	4	4	4	1	2	2	3	1	2	2	4	2				1			4	2	5	5	3	7	5	2	5	2	4	8	5	2	6	3	3	6	8	1	4	3	6	1	5	1	2	2	4		2			1	2	2	2	7			7	4	1	5	2	4	1	2			1	0.49854596787002436	0.4701	52	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1054	11	25	2	1	3	2	5	5	1	3	4	3	4	3	3	1	2	3	2	2	4	4	3	4	2	3	1	2	1	1	1	2	4	5	3	4	4	2	1	1	1	2	5		2	4	2				1			4	2	4	4	3	7	5	3	5	3	4	7	6	4	4	2	3	6	7	2	4	3	6	1	5	1	2	3	2	4		3	2	2	2	1	2	1	1	1	6	4	1	5	2	1	2	2			1	0.3923888706911487	0.20527	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1055	11	11	4	2	2	2	5	4	2	4	5	4	4	4	4	3	3	2	4	4	4	2	2	4	4	4	2	3	2	1	1	3	3	4	3	3	4	3	2	2	2	2	5		2	4	2				1			4	1	5	5	6	8	3	4	6	4	7	7	3	4	6	4	4	6	8	4	5	4	6	1	5	5			2	4		3	2	1	1	1	2	1	1	2	15	3	1	5	2	1	4	1	1	1		0.9392623002838639	0.88567	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1056	11	4	5	1	1	1	5	4	2	4	4	3	4	4	4	3	4	2	4	3	5	2	3	3	4	4	1	3	3	1	1	4	4	4	3	3	3	4	2	2	2	2	1	2	1	4	2				1			4	2	5	5	3	7	2	3	6	3	5	7	2	4	6	2	4	6	9	2	5	3	6	1	5	1	2	3	3	4		3	2	2	3	3	2	1	1	2	18	1	1	1	2	5	1	2			2	0.3923888706911487	0.30015	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1057	10	31	4	2	2	1	5	5	2	4	5	5	5	5	5	3	4	1	4	4	5	1	3	3	3	3	1	2	3	1	2	3	4	4	3	2	4	3	2	1	3	2	1	2	1	4	2	1	1	1				4	4	5	5	5	7	4	4	6	4	6	7	4	5	7	5	5	6	7	4	6	4	6	1	5	5			2	2		3	3	2	3	3	2	1	6	2	19	3	1	1	2	4	2	1	1	1		0.46945616591581296	0.44267	9	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1058	10	29	5	2	2	1	5	5	2	5	3	5	5	5	5	1	2	3	2	2	3	4	4	4	2	2	1	2	2	1	1	2	4	5	1	4	5	2	2	1	3	4	1	2	2	4	2				1			4	2	5	5	3	7	5	0	3	1	3	7	6	1	3	2	3	5	6	1	4	3	6	1	5	1	2	2	3	4		4	1	1	1	1	2	1	8	2	77	5	1	5	2	1	6	2			1	0.7135326485903207	0.67282	51	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1059	11	11	2	1	1	1	5	4	3	4	5	3	4	4	5	3	3	1	4	5	5	1	2	2	3	3	2	3	2	1	1	4	3	2	3	2	2	4	1	3	1	2	1	5	1	4	5				1			1		5	5	5	6	2	4	8	4	6	7	3	3	8	4	4	7	9	3	6	3	6	1	5	1	5	2	2	2		3	3	1	2	4	2	6			17	1	1	5	2	5	3	2			1	1.1931909251441037	1.12511	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1060	10	25	3	1	1	1	5	4	2	3	3	4	4	3	5	3	3	2	4	4	5	1	2	3	4	4	2	77	4	1	2	4	4	4	4	4	3	4	1	1	1	3	1	5	1	4	5				1			4	8	5	5	5	5	3	4	8	3	5	5	2	3	7	4	4	6	9	2	6	2	6	1	1		5	1	2	4		3	2	1	3	4	2	1	5	2	15	1	1	5	2	4	1	2			2	0.6046394344212204	0.57014	54	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1061	11	1	4	2	2	1	5	5	3	3	5	3	4	4	5	2	3	1	3	2	5	3	3	4	4	4	2	3	3	1	2	3	4	4	3	4	3	3	1	2	2	2	1	2	1	4	2			1				4	2	5	5	3	8	3	3	6	3	5	8	4	3	5	3	4	6	8	2	5	3	6	1	1		2	1	2	4		3	1	1	2	1	1	1	1	2	20	3	1	5	2	1	5	1	1	1		0.47857655588322884	0.45127	9	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1062	11	1	6	2	2	1	5	3	1	3	3	3	5	4	1	2	3	4	2	1	3	5	4	5	4	3	1	3	4	1	1	2	4	5	2	4	4	3	2	1	3	2	1	2	1	4	2	1	1	1				4	2	5	5	3	8	6	2	3	3	4	8	6	2	5	2	4	6	7	2	5	3	6	1	1		2	1	3	4		4	1	1	1	2	2	7			77	5	1	5	2	1	1	2			3	0.6740816594289404	0.63562	9	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1063	11	22	4	3	3	2	5	4	2	3	5	3	4	4	4	2	2	3	4	3	5	4	3	3	3	3	1	3	1	1	1	3	4	4	3	4	3	2	1	1	3	2	1	2	3	4	2				1			4	4	4	4	4	7	3	4	5	1	5	7	3	4	5	2	4	5	7	3	6	4	6	2	5	1	2	3	3	4		3	2	2	3	1	1	1	3	1	20	3	1	5	2	4	4	2			2	0.9816190881092814	0.92561	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1064	11	4	5	3	3	2	5	3	3	4	4	3	4	3	4	2	4	2	4	3	5	2	3	3	3	4	1	2	3	1	2	3	4	4	3	3	4	2	2	2	2	2	5		2	4	2				1			4	8	5	5	5	8	3	4	6	3	6	7	2	4	6	3	4	6	8	3	5	3	6	1	5	1	2	2	2	4		3	2	2	3	3	2	1	6	2	77	3	1	1	2	4	1	1	1	1		0.41550799874808664	0.3918	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1065	10	29	3	1	1	1	5	5	2	5	5	5	5	4	5	3	3	2	4	4	5	1	3	2	4	4	2	4	3	1	2	4	3	3	4	3	2	3	1	3	1	3	1	5	2	4	5				1			4	8	5	5	4	5	1	4	8	4	5	5	1	4	7	4	4	7	9	3	6	3	6	1	1		5	2	2	4		3	2	2	3	1	2	1	1	2	20	1	1	5	2	1	3	2			2	1.2131285218170593	1.14391	51	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1066	10	26	4	2	2	1	5	5	2	4	5	3	5	3	4	3	3	2	4	3	5	2	3	3	3	3	2	3	3	1	1	3	4	2	4	4	3	4	1	1	1	2	1	2	2	4	2				1			4	2	5	5	5	7	3	1	5	2	5	8	3	3	7	3	4	6	9	2	5	3	6	1	1		2	2	2	2		3	1	2	3	1	1	1	1	1	18	2	1	5	2	4	3	1	2	1		1.0040913047848097	0.9468	54	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1067	11	12	3	2	2	2	5	4	2	4	5	3	3	3	4	2	3	2	3	3	4	4	3	4	3	3	1	2	2	1	1	2	4	4	3	4	4	3	2	1	2	3	1	2	2	4	2	1	1	1				4	1	4	4	6	7	4	3	6	3	6	7	3	3	6	3	5	6	8	2	5	2	6	2	5	5			2	4		4	4	2	3	1	1	1	1	2	17	3	1	5	2	1	4	1	1	1		0.47920225705541203	0.45186	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1068	11	6	4	2	2	1	5	4	2	5	5	4	4	4	5	1	3	2	3	4	4	2	3	3	3	3	1	3	2	1	1	3	3	4	3	3	4	3	3	1	3	2	5		3	4	2				1			4	2	5	5	4	7	3	3	5	3	5	7	4	3	6	3	3	6	7	2	6	3	6	1	5	1	2	3	2	4		3	2	2	2	1	1	1	1	2	17	3	1	5	2	1	4	1	1	1		0.46715485821473246	0.4405	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1069	11	22	4	2	2	1	5	4	1	4	5	4	5	4	5	1	3	2	2	3	4	4	3	3	3	3	1	3	2	1	1	2	4	5	3	5	4	2	2	1	3	2	1	2	3	4	2				1			4	6	4	4	3	7	5	2	3	1	3	7	5	2	3	1	3	5	7	1	4	1	6	1	5	5			3	4		4	2	1	1	1	2	1	1	3	15	1	1	5	2	1	4	1	1	2		1.0619209402409946	1.00133	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1070	11	26	5	2	2	2	5	4	1	2	3	3	4	4	4	2	3	2	2	2	4	3	3	4	3	3	2	3	1	1	1	3	4	3	4	4	3	2	2	3	2	2	5		2	4	2	1	1	1				4	1	4	4	5	7	4	3	5	3	6	7	4	4	7	4	3	6	8	2	6	3	6	1	5	1	2	3	2	1	1	3	3	1	2	1	2	1	3	1	18	1	1	5	2	2	4	2			1	0.4929358675296022	0.46481	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1071	11	19	5	3	3	2	5	2	4	2	4	2	2	3	2	1	2	3	2	3	4	4	4	5	2	3	1	2	2	1	1	2	4	4	2	4	3	2	2	1	3	4	5		3	4	3				1			4	2	4	4	3	5	7	2	3	2	4	6	6	2	3	2	3	5	6	2	4	2	6	1	5	5			3	4		3	2	2	1	1	2	2	1	3	77	3	1	5	2	5	4	2			1	1.3553747899949073	1.27804	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1072	11	18	5	1	1	2	5	3	4	3	4	4	4	2	3	3	3	2	5	4	5	1	3	4	4	4	2	3	4	1	2	4	2	4	2	4	3	5	2	3	1	4	5		1	4	77				1			4	77	2	4	4	7	0	4	7	3	2	7	0	1	7	2	4	7	9	1	7	1	6	1	5	1	77		1	4		4	2	1	2	1	2	1	1	2	20	2	1	5	1	1	4	2			2	0.3923888706911487	0.23372	37	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1073	11	12	5	2	2	2	5	4	2	4	5	3	5	3	4	3	3	2	4	3	5	3	3	4	3	3	1	3	2	1	2	2	4	4	2	4	3	2	2	1	2	3	1	2	1	4	2	1	1	1				4	3	4	5	4	8	6	4	5	3	6	8	5	4	6	3	4	6	8	3	5	3	6	2	5	5			2	4		3	2	1	3	1	1	1	6	2	77	4	1	1	2	2	4	2			2	0.3923888706911487	0.34894	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1074	10	30	2	2	4	1	5	2	3	3	3	5	5	5	2	2	4	2	4	2	5	4	5	4	4	4	1	1	3	1	3	4	2	4	1	4	3	2	3	1	3	4	1	2	3	4	2				1			4	8	5	5	4	9	5	0	7	8	1	9	7	0	7	7	3	6	9	3	5	4	6	1	5	1	2	3	4		2			2	3	1	1	1	3	1	77	3	1	5	2	2	2	1	2	1		0.4209908378331495	0.39697	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1075	11	6	3	2	2	1	5	4	1	5	4	5	4	5	5	4	4	2	4	4	5	2	2	2	4	4	1	3	3	1	1	3	4	4	3	2	3	2	1	2	2	3	1	2	2	4	2				1			4	2	5	5	4	8	4	2	5	2	5	8	4	2	6	2	4	6	8	2	5	2	6	1	5	1	2	3	3	4		3	1	1	3	1	2	1	6	2	20	3	1	5	2	5	3	2			2	0.501897180927819	0.47326	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1076	10	28	3	1	1	1	5	5	2	5	5	5	5	5	5	2	2	1	3	3	5	1	4	4	3	3	1	3	4	1	1	3	4	5	4	4	4	2	4	2	4	3	5		2	4	2				1			4	2	5	5	4	7	4	3	7	3	7	7	4	2	7	3	3	6	7	1	5	3	6	1	5	5			3	4		3	2	2	3	1	1	1	4	1	77	3	1	1	2	2	2	1	2	1		0.5059801462039295	0.47711	52	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1077	11	12	6	3	3	2	5	4	3	3	5	3	3	4	3	2	3	2	3	3	4	4	3	4	3	3	1	3	2	1	2	2	4	4	2	4	4	3	1	2	1	3	5		2	4	2			1				1		4	4	3	6	4	3	4	2	4	6	3	3	3	2	3	5	7	2	5	3	6	1	5	5			3	2		3	2	2	1	1	2	7			9	2	1	5	2	2	2	1	2	2		0.6369637932824804	0.60062	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1078	11	7	3	2	2	2	5	4	3	4	4	3	4	5	4	2	3	2	3	3	5	3	4	4	3	3	1	2	2	1	1	2	3	4	3	4	4	3	3	1	3	3	1	2	2	4	2	1	1	1				4	2	5	5	3	7	5	2	5	2	3	7	4	2	5	2	3	6	7	2	4	2	6	1	5	1	2	2	2	4		4	1	2	2	4	2	1	1	2	17	3	1	5	2	2	4	1	1	1		0.4560831289984741	0.43006	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1079	11	19	5	1	2	1	5	4	2	5	5	3	4	4	5	3	3	1	5	4	4	2	2	3	3	3	2	3	2	1	1	3	4	5	3	4	4	2	3	2	3	2	1	2	3	4	2				1			4	2	5	5	5	9	5	4	7	2	6	8	5	3	7	3	3	6	8	2	5	2	6	1	1		2	2	2	4		3	2	2	3	1	2	1	5	2	77	2	1	1	2	1	77	2			2	0.5221635358437862	0.49237	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1080	11	18	5	2	2	2	5	4	2	4	3	3	4	2	3	3	4	2	5	3	3	2	2	3	3	3	1	3	3	2	2	3	2	3	3	3	3	3	2	3	2	3	1	5	2	4	5				1			4	8	4	4	4	7	3	5	9	1	4	6	5	2	8	0	3	7	9	4	6	1	6	2	1		5	2	2	2		4	3	1	3	3	2	1	6	2	20	2	2	1	2	3	2	1	1	1		0.7065120693363333	0.6662	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1081	10	28	7	3	3	1	5	4	3	4	4	3	3	3	4	2	3	2	4	3	4	2	4	4	3	3	1	3	3	1	1	3	4	4	3	4	4	2	1	1	2	3	5		2	4	2				1			4	2	4	4	4	7	5	2	4	2	4	7	5	1	4	2	3	5	7	1	4	1	6	1	5	5			3	4		3	1	1	2	1	2	7			9	4	1	5	2	1	2	2			1	0.5801628529737832	0.54706	52	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1082	10	31	5	2	2	1	5	3	4	4	2	5	5	5	3	1	4	3	2	1	2	3	5	5	4	4	1	1	2	1	1	3	1	2	5	5	1	2	3	2	1	4	1	77	2	4	3				1			4	3	5	5	2	6	6	2	6	5	4	5	5	77	5	5	2	6	7	4	5	4	6	77	5	1	2	3	1	1	2	3	3	1	1	1	2	1	8	2	77	3	1	5	2	1	5	2			1	1.318596287196072	1.24336	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1083	11	2	5	1	2	3	5	2	3	5	4	1	2	4	2	1	4	4	1	2	2	88	2	5	3	4	1	1	2	1	2	4	2	1	5	1	1	4	77	88	88	3	1	2	3	4	2			1				4	5	5	5	3	9	0	4	5	4	2	7	0	3	2	4	3	7	10	1	8	2	6	2	1		2	2	2	4		3	2	2	3	1	1	1	1	1	77	3	1	5	2	4	2	2			1	0.3923888706911487	0.34929	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1084	11	7	4	3	3	2	5	3	2	3	5	2	3	4	4	1	3	3	3	2	4	4	4	5	2	3	1	2	2	1	1	2	4	4	3	4	4	2	3	1	2	2	1	2	2	4	2	1	1	1				4	2	4	5	3	7	5	2	5	2	3	7	5	2	5	2	3	6	7	2	4	3	6	1	1		2	2	2	4		4	2	2	3	1	1	1	1	2	20	3	1	5	2	2	3	2			2	0.8291919195026901	0.78188	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1085	11	17	7	1	2	1	5	2	5	4	2	5	4	2	2	1	1	4	4	2	2	4	3	5	4	3	1	1	4	1	1	3	3	5	3	4	4	3	1	3	1	3	1	2	2	4	2				1			4	2	5	5	3	8	3	3	3	6	5	7	5	3	5	3	3	7	9	1	6	5	6	3	1		2	2	1	2		4	1	1	3	1	2	7			77	4	1	5	2	5	2	2			1	0.8547290114114546	0.80596	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1086	11	13	3	1	1	1	5	5	3	3	5	3	4	3	4	3	3	1	4	3	5	2	1	2	3	4	2	4	3	1	1	4	3	3	4	3	2	4	1	3	2	3	5		2	4	5				1			1		3	3	5	5	3	4	6	4	5	5	2	4	5	3	4	6	8	2	6	3	6	2	5	1	5	3	2	4		3	3	2	3	4	2	1	6	2	15	1	1	5	2	2	1	1	1	1		0.759283069891986	0.71596	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1087	11	8	5	2	3	2	5	4	4	3	3	2	3	3	3	1	2	3	2	1	3	5	4	5	2	2	1	2	1	1	1	2	2	4	2	3	3	3	1	1	2	4	1	3	3	4	3				1			4	2	4	4	2	5	7	2	3	2	3	6	6	1	4	2	2	5	6	2	4	2	6	1	1		3	2	2	4		3	2	1	1	3	1	1	1	3	77	3	1	5	2	1	4	2			1	1.0028823228588963	0.94566	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1088	11	13	2	3	3	2	5	2	3	2	4	2	2	3	3	1	3	3	3	2	4	5	4	5	2	2	1	1	1	1	1	3	2	4	2	4	4	3	2	1	3	3	5		3	4	3				1			4	2	4	4	3	6	7	2	4	2	4	6	7	2	3	1	3	5	6	1	4	3	6	1	5	5			2	4		4	2	1	1	1	1	1	1	2	13	3	1	5	2	5	3	1	2	2		0.8215244288672927	0.77465	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1089	11	8	2	1	1	1	5	5	2	4	5	3	4	5	5	3	3	2	3	3	4	2	3	3	3	3	2	3	2	1	1	3	4	4	3	3	3	2	2	1	3	2	1	2	2	4	2	1	1	1				4	2	5	5	3	7	5	2	6	2	4	9	5	2	7	2	3	6	8	2	5	3	6	1	5	1	2	2	1	4		4	2	1	2	4	2	6			17	2	1	5	2	1	4	1	1	1		0.6832656800240359	0.64428	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1090	11	2	7	2	1	1	5	2	4	2	1	5	1	5	2	1	1	4	3	1	2	4	4	5	4	4	1	1	2	1	2	4	1	2	2	77	4	2	4	2	4	77	88		2	4	2				1			4	3	5	5	4	9	5	4	5	77	1	8	3	0	5	7	3	7	8	2	4	4	6	1	1		1	2	1	2		4	4	1	3	1	1	7			77	4	1	5	2	2	2	1	2	2		0.6416512495215476	0.60504	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1091	11	13	3	2	2	1	5	4	2	3	3	3	2	3	3	2	2	2	2	2	5	3	3	5	2	3	1	2	2	1	1	2	3	5	2	5	4	2	1	1	4	3	5		3	4	2				1			4	3	4	4	2	6	5	1	4	2	3	7	5	2	3	2	4	6	8	2	4	3	6	1	5	5			2	4		4	1	1	2	4	2	1	1	2	14	3	1	5	2	1	1	2			2	0.3923888706911487	0.29955	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1092	11	8	2	2	2	2	5	4	2	4	5	3	3	4	4	2	3	2	3	3	4	4	3	3	2	3	1	3	1	1	1	3	4	4	3	3	3	2	1	2	2	3	1	2	2	4	2				1			4	2	4	4	4	7	5	3	5	3	5	7	5	3	5	3	4	6	8	2	5	3	6	1	5	1	2	2	2	4		3	2	2	2	4	2	1	1	2	16	3	1	5	2	1	4	2			2	0.4881953857674687	0.46034	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1093	11	14	3	3	3	1	5	2	4	3	3	2	2	2	2	2	2	3	3	2	4	4	4	5	2	2	1	2	1	1	1	2	3	4	4	5	4	2	2	1	2	3	5		2	4	2			1				1		3	3	3	7	5	2	4	2	3	7	5	1	3	2	3	6	8	1	4	2	6	2	5	5			3	4		3	2	2	1	3	2	1	1	2	9	2	1	5	2	1	2	1	2	2		0.9484251106697329	0.89431	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1094	11	21	5	2	3	2	5	4	4	4	4	5	4	4	5	1	2	3	5	4	5	4	3	4	4	4	1	4	4	2	4	4	3	4	5	5	4	2	4	2	3	3	5		1	4	2				1			4	1	5	5	5	6	3	5	5	3	1	6	4	1	6	0	3	6	10	1	5	1	6	77	5	1	2	3	4		1			2	1	3	2	3	1	2	11	4	1	1	2	5	1	1	2	2		0.6240043554450593	0.5884	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1095	11	30	5	2	3	1	5	4	2	4	1	5	4	4	4	1	1	88	4	1	2	5	3	5	4	4	1	3	4	1	1	4	3	4	1	4	3	2	3	1	77	3	1	2	2	4	2		1					4	6	5	5	3	9	3	9	3	1	5	9	5	1	8	1	2	7	8	1	3	1	6	2	1		2	2	3	2		4	2	2	1	1	2	2	5	2	20	3	2	1	2	1	5	1	1	2		0.7617752694761055	0.71831	62	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1096	11	30	6	1	1	2	5	4	1	3	1	1	5	5	4	2	4	2	5	4	3	2	2	88	4	88	2	2	88	1	4	4	77	2	3	5	2	1	88	77	4	1	1	77	1	4	2	1		1				4	6	5	4	4	9	5	1	6	2	3	10	7	1	6	2	3	6	8	2	6	3	6	1	1		2	3	2	2		3	1	1	2	3	2	7			8	2	1	5	1	4	1	2			1	0.3923888706911487	0.24351	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1097	11	17	5	2	3	2	5	4	3	4	4	5	4	4	4	2	2	3	2	2	3	4	3	4	3	3	1	1	2	1	1	2	3	3	2	4	4	4	3	3	3	2	5		1	4	5				1			3		3	4	4	6	5	2	8	3	3	7	4	2	8	3	2	7	8	1	6	3	6	1	5	5			3	4		3	3	1	3	1	2	1	1	2	20	1	1	5	2	5	3	2			2	0.7187503600600518	0.67774	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1098	11	7	3	1	1	1	5	5	1	5	4	3	4	88	4	88	5	1	5	4	4	1	1	3	4	4	1	2	3	1	88	4	88	3	88	5	4	1	2	2	2	2	1	2	2	4	2				1			4	2	5	5	2	10	0	0	8	0	3	9	0	1	6	2	1	7	10	0	8	1	6	2	1		2	2	3	4		88	88	1	3	77	2	1	1	2	20	2	2	1	1	5	2	2			2	0.3923888706911487	0.35638	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1099	11	10	4	2	2	1	5	4	2	5	3	3	4	4	4	2	3	1	4	88	3	1	1	3	4	4	2	2	4	1	88	4	88	4	2	5	4	1	5	1	2	2	1	2	2	4	2	1						4	2	4	5	2	9	6	1	7	3	2	10	5	1	6	2	2	6	9	1	6	3	6	1	1		2	2	2	4		3	2	1	2	1	2	1	6	2	77	3	1	5	2	1	4	2			2	0.5665565037549524	0.53423	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1100	11	10	6	2	2	1	5	4	2	5	1	2	4	3	4	1	1	88	1	1	2	88	88	5	4	4	1	1	3	1	1	2	88	3	2	2	2	2	4	4	2	2	1	2	88	4	2				1			4	2	4	3	4	10	6	2	5	2	3	10	8	1	3	2	3	7	8	2	7	3	6	2	1		2	2	3	88		88	88	1	2	1	2	7			9	5	1	5	2	1	2	2			1	0.5217605418684818	0.49199	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1101	11	17	6	1	1	1	5	5	1	5	2	2	4	4	4	1	1	1	5	88	3	1	1	3	4	4	1	2	4	1	2	2	4	3	2	5	4	1	4	1	5	2	1	2	2	4	2			1				4	2	5	5	3	10	6	3	7	2	2	10	7	1	4	2	2	6	7	1	6	4	6	1	1		2	2	1	2		3	1	1	2	1	2	1	5	2	77	1	1	5	2	3	4	2			1	0.5505215855796817	0.51911	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1102	11	17	3	2	1	1	5	4	1	5	1	1	4	4	4	1	2	2	5	4	4	2	1	88	4	4	1	1	88	1	2	4	88	3	88	5	2	1	5	1	4	2	1	2	3	4	2	1						4	8	5	4	4	9	1	3	2	2	4	10	2	2	7	3	3	7	9	2	6	3	6	2	1		2	3	3	88		88	88	1	3	1	2	1	6	2	16	1	1	1	2	1	4	1	2	1		0.8428406891399741	0.79475	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1103	11	24	5	1	1	1	5	4	2	5	1	1	3	4	4	1	4	1	5	5	3	1	1	2	3	3	1	1	2	1	1	2	3	4	2	5	3	1	3	1	4	2	1	2	2	4	2	1		1				4	2	5	5	5	9	6	2	4	4	3	10	5	2	4	3	3	7	9	1	8	3	6	1	1		2	1	1	2		3	2	1	2	1	1	2	3	1	77	3	1	1	2	2	2	2			1	0.3923888706911487	0.35002	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1104	11	13	2	1	1	3	5	3	3	5	1	88	3	3	2	3	2	3	5	2	4	5	1	3	4	4	1	2	3	1	2	1	3	2	3	4	3	4	3	1	2	2	1	3	3	4	3				1			4	3	5	5	4	8	8	1	3	88	4	8	7	1	3	88	4	6	8	1	4	3	6	2	1		3	2	4					2	3	1	2	1	1	1	14	6	1	5	2	1	4	1	1	2		1.1955134430544105	1.1273	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1105	11	24	7	2	1	1	5	2	4	1	4	1	3	2	1	1	1	5	2	1	3	5	5	1	1	3	1	1	2	2	1	3	3	1	5	3	2	3	1	5	1	3	1	3	3	4	3				1			4	88	5	5	0	5	8	0	0	5	0	8	8	0	0	5	77	77	77	77	77	77	7	3	5	1	88		4		3			1	1	1	2	7			14	5	1	5	1	1	5	1	2	1		2.555830211799104	2.62681	65	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1106	10	30	6	1	1	1	5	4	3	4	2	2	4	88	4	2	4	1	2	2	3	88	4	5	3	4	1	1	2	1	1	2	2	1	2	4	2	1	4	1	2	2	1	2	2	4	2		1					4	2	4	4	6	10	7	3	6	5	2	10	7	1	5	4	2	7	8	0	5	2	7	2	1		2	1	2	2		4	1	1	1	1	1	7			77	3	1	5	2	1	3	2			1	1.3855463126196725	1.30649	19	2
