version	doi	noresp	month	day	age	q01	q02	q03	q04a	q04b	q04c	q04d	q04e	q04f	q04g	q04h	q04i	q05a	q05b	q05c	q05d	q05e	q05f	q05g	q05h	q05i	q06a	q06b	q06c	q06d	q06e	q06f	q06g	q06h	q07	q08	q08a	q08b	q08c	q08d	q08e	q08f	q08g	q09	q10a	q10b	q11	q12a	q12b	q12d1	q12d2	q12d3	q12d4	q12d5	q12d6	q13a	q13b	q14a	q14b	q15a	q15b	q15c	q15d	q15e	q15f	q16a	q16b	q16c	q16d	q16e	q16f	q17a	q17b	q17c	q17d	q17e	q17f	q18	q21	q22a	q22b	q22c	q22d	f1	f2	f3	f4	f5	d02	d03	d04	d05	d06	d07a	d08	d09	d11	d14	d15	d16	d19	d20	c1	c2	c3	c4	gew	gew_roh	intnr	intsex
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	57	11	22	6	3	4	4	1	4	2	3	3	2	3	2	1	2	2	4	1	2	3	4	3	4	2	3	1	1	1	1	1	2	2	1	3	1	1	4	1	4	1	2	1	2	3	4	2	1						4	2	3	3	5	7	2	3	2	6	6	7	3	2	4	6	5	5	7	3	5	5	5	2	1		2	3	3	4		4	2	2	1	1	2	1	8	2	16	5	1	5	2	1	3	2			1	0.9284450935783242	0.87547	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	58	11	29	5	2	3	1	1	1	4	3	3	1	3	2	2	2	2	3	2	1	4	4	4	2	3	3	1	1	1	1	1	2	2	2	3	3	1	3	2	2	3	3	5		3	4	3				1			4	2	4	4	5	5	7	2	5	2	3	6	8	3	3	0	3	6	8	2	5	2	6	3	5	5			2	1	2	4	3	1	1	1	2	1	1	2	13	77	1	5	2	5	2	2			1	0.760672338596325	0.71727	43	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	59	11	22	4	2	2	2	1	2	2	2	3	2	1	2	1	2	2	2	2	2	2	2	3	1	2	1	1	2	2	2	2	2	3	1	2	2	2	2	2	1	2	3	5		3	4	2				1			4	2	2	3	5	8	6	4	5	5	5	8	5	5	5	5	4	7	7	3	6	3	6	2	1		2	3	2	4		4	2	1	1	1	2	1	1	2	11	3	1	5	2	3	2	1	1	2		0.514655121777588	0.48529	12	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	60	11	22	1	1	2	2	1	2	2	2	2	2	2	1	3	2	3	3	2	3	2	4	3	2	2	2	1	2	2	2	1	2	2	3	1	3	3	2	2	3	2	3	1	2	3	4	2				1			66		3	4	3	7	5	5	5	5	4	7	6	5	5	5	4	6	7	4	6	4	6	2	1		2	2	2	4		3	1	2	1	4	2	1	1	1	9	2	1	1	2	5	1	2			1	0.7682231730809762	0.72439	12	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	61	10	29	7	3	3	1	1	1	5	1	1	1	2	2	1	1	1	4	1	1	2	5	5	5	1	1	1	1	1	1	1	1	1	5	2	3	3	2	2	1	4	4	1	3	3	4	3				1			4	3	5	5	2	4	9	0	3	2	2	4	8	0	4	1	2	4	6	1	3	2	6	1	1		3	1	1	4		4	2	1	1	2	2	7			77	4	1	5	2	1	1	2			3	1.0142934154227796	0.95642	51	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	62	10	24	4	3	2	1	1	4	2	1	4	3	5	5	4	3	4	88	2	4	4	2	2	1	4	4	1	3	3	2	1	4	3	1	5	1	1	3	2	2	3	2	1	1	3	4	1	1						4	1	5	5	8	5	0	3	2	2	7	6	2	4	2	2	5	5	10	7	88	88	6	1	1		1	2	1	4		3	4	1	1	1	1	1	2	3	13	1	1	5	2	1	2	2			1	1.1846750261396444	1.11708	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	63	11	27	7	1	1	1	1	4	4	4	5	1	1	5	1	1	1	4	1	1	5	5	4	5	3	4	1	2	3	1	2	3	4	3	5	2	1	5	77	2	77	4	5		3	4	2				1			4	3	5	5	3	9	7	3	5	2	0	10	10	5	5	0	3	6	7	0	5	0	6	4	1		77		1	2		4	1	1	1	1	2	2	6	2	77	1	1	5	2	2	4	2			1	1.1785558807777852	1.11131	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	64	11	27	5	2	2	1	1	4	3	4	2	3	2	2	2	1	1	3	2	1	4	4	4	5	4	4	1	2	4	1	3	4	2	2	4	2	2	4	2	3	2	77	1	2	2	4	2				1			4	77	5	5	1	9	7	1	4	5	5	9	6	1	3	2	3	9	9	2	4	77	6	3	5	1	2	77	3	2		4	1	1	1	1	77	2	3	1	13	3	1	5	2	3	2	1	2	2		0.6801795945815732	0.64137	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	65	10	25	5	3	4	4	1	2	4	1	4	4	2	77	5	3	1	4	2	4	5	5	77	5	4	3	1	1	2	1	3	3	4	4	2	3	3	2	3	1	4	4	1	2	4	4	2					1		4	8	4	5	3	8	5	2	5	8	0	8	2	77	5	8	4	9	9	2	6	88	6	3	1		2	1	3	4		3	88	2	1	1	2	2	6	2	17	3	1	5	2	1	4	2			1	1.3626498917596135	1.2849	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	66	11	28	4	3	3	2	1	2	4	2	2	1	2	1	2	1	1	3	2	1	3	4	3	5	4	4	1	1	2	1	4	3	2	2	2	2	2	3	2	2	1	3	1	3	3	4	2				1			4	3	4	4	3	9	8	2	3	1	1	10	7	1	1	1	2	6	8	1	3	1	6	3	1		2	2	3	2		4	2	2	1	1	2	2	4	3	17	5	1	5	2	1	3	2			1	1.151184105770924	1.0855	63	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	67	11	24	5	1	1	1	1	1	4	1	2	1	1	1	1	1	1	3	2	1	3	4	2	4	3	2	1	1	2	1	1	2	1	1	1	1	1	4	1	2	1	3	5		4	4	5				1			4	4	5	5	2	6	5	3	7	4	4	7	5	2	7	4	4	6	7	2	6	3	6	2	5	5			1	4		4	3	1	3	1	2	1	1	2	20	4	1	5	2	5	2	2			2	0.7065120693363333	0.6662	37	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	68	10	25	3	1	1	1	1	1	2	4	1	2	4	88	5	1	1	2	2	3	1	3	4	4	4	4	1	2	2	1	4	4	4	4	2	1	3	1	2	88	2	3	1	3	2	4	3				1			4	1	5	5	3	7	7	3	8	5	2	8	5	77	8	77	2	6	7	4	5	5	6	77	1		3	3	2	1	2	4	3	1	2	1	2	4	1	2	77	3	1	1	2	1	4	2			1	1.107915278948765	1.0447	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	69	10	26	3	2	1	1	1	4	2	4	3	2	5	4	4	3	1	2	3	4	4	4	3	4	4	2	1	2	2	1	1	3	4	4	3	2	2	2	3	2	4	3	77		2	4	2				1			4	1	5	5	4	7	5	5	2	88	3	7	5	2	3	5	2	6	6	2	5	3	6	2	5	1	2	3	2	1	1	3	77	1	3	4	2	1	1	2	20	3	1	5	2	4	1	1	2	1		0.3923888706911487	0.30624	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	70	11	23	4	3	2	3	1	2	4	1	2	1	1	1	1	1	1	5	1	1	2	5	3	5	2	2	1	1	1	1	2	2	1	1	3	1	2	5	1	5	1	4	1	3	3	4	3				1			2		5	4	5	5	8	1	4	2	4	6	8	1	3	2	3	7	7	2	6	2	6	3	5	5			2	1	2	4	4	2	1	1	1	2	7	2	15	2	1	5	2	5	4	2			1	1.239524627199499	1.1688	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	71	11	17	4	2	2	2	1	2	5	2	1	1	1	2	1	1	1	3	3	3	3	3	3	4	2	2	1	1	2	1	1	2	2	2	2	3	2	3	2	3	2	3	5		4	4	2				1			2		2	2	1	6	5	2	6	4	1	6	5	1	6	4	3	5	6	2	5	88	6	2	5	5			4					1	1	1	2	1	5	2	6	2	1	5	2	1	5	1	1	2		1.4341707172715354	1.35234	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	72	11	24	5	2	1	2	1	2	5	1	3	1	3	5	1	1	5	3	5	1	5	5	4	5	4	4	1	2	4	2	3	4	1	1	1	1	2	5	1	3	3	4	5		3	4	77				1			88		3	5	5	3	3	5	0	3	5	5	0	3	3	5	7	6	10	3	3	3	7	1	5	1	1	3	2	1	2	4	4	2	2	3	2	1	1	2	20	1	1	1	2	3	1	1	2	1		0.3923888706911487	0.19379	3	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	73	11	6	6	1	2	1	1	1	5	3	1	2	2	2	3	1	1	5	4	1	3	4	5	5	1	2	1	1	2	1	1	4	1	4	1	4	3	2	4	2	4	77	1	2	2	4	2			1				4	77	5	5	4	7	7	1	7	77	5	7	5	77	6	5	4	9	9	4	5	77	7	3	1		2	77	2	2		4	88	1	1	1	2	3	5	2	18	1	2	1	2	5	2	1	2	2		0.47747362500344837	0.45023	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	74	10	21	2	1	1	1	1	4	4	2	4	1	2	4	2	1	1	5	1	1	5	5	3	5	4	4	1	1	4	1	3	4	2	2	4	2	1	4	4	2	3	4	1	3	4	4	3	1						66		4	5	0	5	7	0	1	0	2	3	6	0	4	0	1	7	8	1	4	5	7	1	1		3	3	1	2		4	3	1	1	4	2	1	2	2	17	1	1	1	2	2	3	1	1	2		1.4814270634282856	1.3969	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	75	11	25	4	3	3	3	1	1	4	1	2	5	1	1	1	1	1	3	2	1	1	5	5	5	4	4	1	4	2	1	1	3	1	2	2	88	2	2	1	2	1	4	5		3	4	2	1						4	3	4	5	3	8	5	1	88	88	2	8	7	1	5	8	3	7	7	1	6	1	7	4	1		2	1	2	2		4	4	1	1	1	2	1	8	2	77	6	1	5	2	1	6	1	1	2		1.6425398127131485	1.54882	63	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	76	11	23	7	2	2	2	1	2	2	3	2	2	3	2	2	3	2	4	1	1	2	4	4	4	3	3	1	2	3	1	2	2	2	2	3	2	4	2	3	3	2	3	5		3	4	2				1			4	1	2	2	3	6	4	3	2	3	3	6	5	2	4	2	4	7	8	3	6	4	7	3	5	5			3	4		4	2	1	1	1	2	7			8	1	1	5	2	4	2	1	1	2		0.7394833395790028	0.69729	12	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	77	11	24	4	1	2	1	1	3	3	1	5	4	4	3	1	3	4	4	5	5	3	4	3	4	3	2	2	2	2	1	1	2	2	2	3	3	2	3	2	3	2	2	5		3	4	2				1			4	88	4	4	4	8	5	3	6	5	4	8	5	3	6	5	4	7	9	2	5	4	7	3	5	5			2	4		3	2	2	3	1	2	1	1	2	19	4	1	5	2	3	2	1	2	2		0.5839382702161089	0.55062	37	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	78	10	27	4	2	2	1	1	4	4	1	3	4	4	4	2	1	1	5	1	1	4	5	4	5	2	3	1	1	2	1	4	4	3	5	2	2	4	2	4	1	4	4	1	3	2	4	3	1						4	3	5	5	3	7	8	0	3	8	5	8	8	0	4	8	0	7	8	0	5	5	7	3	1		3	2	1	2		4	77	1	1	1	2	1	6	2	20	1	1	5	2	5	2	2			1	0.868006602387274	0.81848	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	79	11	11	5	1	2	2	1	2	3	3	2	1	2	1	2	1	1	5	2	1	1	5	4	5	1	1	1	1	1	1	1	1	2	1	4	1	1	5	1	5	1	4	5		4	4	8				1			4	3	5	5	0	7	7	1	2	2	2	5	7	1	4	2	1	6	7	1	5	2	7	3	5	1	8	3	2	2		4	3	1	2	1	2	1	4	1	19	3	1	5	2	2	4	2			1	0.3923888706911487	0.32235	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	80	11	16	4	3	3	4	1	2	4	2	3	1	2	1	2	1	1	5	2	1	3	5	4	4	1	2	1	1	1	1	1	2	1	1	4	1	1	4	2	4	1	4	1	3	3	4	3			1				4	6	5	5	4	6	9	1	4	2	4	5	7	2	3	2	3	6	7	2	6	2	7	3	1		3	2	3	4		3	3	2	1	1	2	3	2	2	16	1	1	5	2	4	3	2			1	1.1811647365126505	1.11377	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	81	11	30	4	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	3	3	4	1	3	1	2	1	1	1	1	1	1	2	3	1	4	4	5	4	3	5		2	4	2				1			4	3	5	2	5	8	7	0	6	3	3	8	7	1	5	4	3	6	9	1	6	2	7	2	5	1	2	3	4		88			2	1	1	2	1	6	2	77	3	1	5	2	2	4	1	2	2		1.318437210626873	1.24321	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	82	11	22	3	2	2	1	1	2	3	4	1	5	4	5	2	1	1	5	1	2	1	5	5	5	4	4	1	4	4	1	4	4	1	3	4	3	3	4	2	4	2	4	1	3	2	4	3				1			4	3	5	5	6	4	9	2	5	6	3	4	6	6	7	8	5	8	8	3	6	6	7	2	5	1	3	2	1	2		4	4	1	1	1	1	1	2	2	77	3	1	5	2	5	5	1	2	2		1.780512223731847	1.67892	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	83	11	23	3	2	1	1	1	4	4	2	2	5	2	5	1	1	1	3	3	1	4	5	5	5	4	4	1	1	4	1	2	1	1	4	3	4	2	2	2	2	3	4	1	2	3	4	3				1			4	3	5	5	2	7	9	0	2	7	3	6	9	0	2	8	2	7	10	0	6	3	7	4	1		3	2	1	2		4	4	1	1	3	2	1	6	2	77	1	1	5	2	4	2	2			1	1.0271468022140682	0.96854	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	84	11	24	7	1	1	1	1	1	5	1	1	3	4	3	1	1	1	4	1	1	3	5	4	5	3	2	1	1	3	1	1	4	1	4	2	5	2	2	2	1	3	4	1	3	2	4	3				1			4	3	5	5	1	7	9	1	7	7	1	7	7	0	3	3	3	5	10	1	5	1	7	4	1		3	2	1	2		4	4	2	1	3	2	7			7	1	1	1	2	2	2	2			1	1.324047310967295	1.2485	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	85	11	15	2	2	3	2	1	1	5	2	1	1	1	2	1	1	1	5	1	1	1	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	3	4	4	3				1			4	1	5	5	6	4	10	0	3	0	2	4	10	0	1	1	2	7	7	0	6	1	7	3	1		3	1	4					1	1	4	2	1	2	2	77	1	1	5	2	1	4	1	2	2		1.970396621832523	1.85797	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	86	11	21	3	1	1	1	1	1	4	3	1	1	3	2	3	1	1	4	1	1	1	5	5	5	1	1	1	1	1	1	1	2	2	1	2	1	1	3	88	88	1	3	1	3	3	4	3				1			4	1	2	3	5	2	8	1	3	4	3	88	9	88	88	4	3	8	9	1	6	1	7	3	1		3	2	4					1	1	1	2	1	4	1	10	4	1	5	2	1	4	2			1	1.356371669828555	1.27898	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	87	11	25	6	1	1	1	1	4	88	2	1	2	2	3	1	3	2	2	1	1	1	88	4	5	1	1	1	1	1	1	1	2	1	2	2	1	1	4	1	3	1	3	1	3	2	4	3			1				4	4	5	2	3	7	10	1	1	3	3	7	10	1	3	3	3	7	7	1	6	2	7	3	1		3	2	2	2		4	2	1	1	1	1	1	8	2	11	3	1	5	2	3	3	2			1	0.886215567008266	0.83565	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	88	11	25	7	1	1	3	1	3	2	1	1	5	5	3	3	1	3	2	1	1	3	5	5	3	4	4	1	2	4	1	2	2	3	3	1	2	2	3	1	5	1	4	1	2	1	4	2				1			3		5	5	6	9	5	3	6	2	8	9	4	4	2	2	4	6	9	1	5	3	8	2	1		2	2	2	4		2	2	1	2	1	2	7			20	1	1	5	2	5	2	2			1	0.4444493292377122	0.41909	61	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	89	11	15	7	1	1	1	1	1	4	1	1	1	1	1	1	1	1	5	2	1	88	5	5	5	1	2	1	1	1	1	1	2	1	2	5	88	1	1	4	1	3	4	1	3	88	4	3				1			4	3	5	5	1	7	7	0	1	4	1	7	9	1	2	1	2	7	10	1	2	5	8	4	1		3	1	1	2		4	4	2	1	3	2	7			9	1	1	5	2	5	2	1	2	2		1.324047310967295	1.2485	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	90	11	28	3	3	3	2	1	4	5	3	2	5	4	1	1	1	1	2	2	1	5	2	5	5	4	4	1	2	4	1	4	4	2	4	2	4	2	3	3	3	1	4	5		2	4	2				1			4	3	5	5	5	9	7	2	3	5	3	7	6	4	3	1	4	8	9	4	4	5	8	4	1		3	3	2	2		77	2	1	1	1	2	1	1	2	17	1	1	5	2	1	3	1	2	2		0.9634843592205826	0.90851	62	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	91	11	29	4	3	3	1	1	2	5	2	1	1	2	5	1	1	1	4	2	1	4	5	4	5	4	4	1	3	3	1	2	3	2	4	2	5	3	2	1	2	77	4	1	3	2	4	3				1			4	3	5	5	3	7	9	1	3	6	1	6	9	0	6	3	2	7	10	1	4	1	8	4	1		3	2	1	2		4	2	1	2	3	2	2	1	2	77	1	1	5	2	3	1	1	2	2		0.3923888706911487	0.35228	62	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	92	11	3	5	2	2	4	1	1	4	4	1	3	1	5	1	1	1	1	1	1	1	4	5	5	4	2	1	3	2	1	4	4	1	3	5	4	2	2	2	2	2	3	1	3	88	4	3	1	1					4	2	5	5	4	5	7	0	6	8	2	3	8	0	6	5	3	7	9	3	6	5	8	3	1		3	2	1	2		4	4	1	1	1	1	1	2	2	17	1	1	5	2	2	5	1	2	2		1.7939488912768653	1.69159	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	93	11	30	6	1	1	1	1	4	4	4	1	1	1	4	1	1	1	77	1	1	1	5	4	5	1	1	1	1	1	1	1	1	1	1	1	5	1	1	2	2	1	3	1	3	2	4	3	1		1				4	4	5	5	4	7	10	0	3	2	2	9	10	0	3	3	2	7	8	0	6	1	8	2	1		3	1	1	4		4	1	2	1	1	1	1	3	1	12	6	1	5	2	1	6	2			1	0.6848776559252536	0.6458	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	94	10	29	4	2	2	2	1	1	5	1	1	1	2	3	1	1	1	4	2	2	2	5	3	5	3	2	1	1	2	1	1	3	2	1	1	3	1	5	1	4	1	4	1	3	4	4	3				1			4	3	5	5	0	6	10	0	88	0	0	7	9	0	66	0	1	5	8	0	88	0	8	4	1		3	1	2	2		4	3	1	1	1	2	1	8	2	6	2	1	5	2	1	4	2			1	1.32490632444097	1.24931	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	95	11	6	6	3	3	2	1	1	3	77	1	2	1	1	88	1	1	5	1	1	4	5	4	5	1	4	1	1	4	1	1	1	1	3	1	2	1	3	2	3	2	2	1	3	3	4	3				1			4	3	3	5	4	7	7	4	88	88	4	9	8	7	88	8	3	8	8	4	88	88	8	4	1		3	2	1	2		4	3	2	1	1	2	7			15	4	1	5	2	1	2	2			1	1.5656209889530703	1.47629	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	96	11	11	5	1	1	1	1	1	5	88	1	1	1	77	1	1	1	4	1	1	1	5	3	5	2	2	1	1	1	1	1	1	1	1	3	3	1	5	88	5	1	3	1	3	3	4	3			1				4	3	5	5	2	7	10	0	5	2	2	8	10	0	5	2	2	7	8	0	7	3	8	4	1		3	1	1	2		3	1	1	1	1	1	1	2	2	77	1	1	5	2	1	4	2			1	0.7271283927045384	0.68564	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	97	11	10	4	2	2	1	1	2	4	2	1	1	1	77	1	1	1	88	1	1	2	5	5	5	1	1	1	1	1	1	1	2	1	1	5	2	1	5	1	5	1	4	1	3	4	4	3			1				4	3	5	5	0	8	10	0	6	0	0	9	10	0	6	0	1	7	8	0	88	1	9	3	1		3	1	1	88		3	1	1	1	4	2	1	2	2	77	2	1	1	2	2	1	1	2	2		0.9806964440079268	0.92474	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	98	10	25	7	2	2	1	1	1	5	1	2	5	2	5	2	1	1	4	1	1	1	5	5	5	4	4	1	1	3	1	1	2	2	3	2	4	2	1	5	1	5	4	1	3	2	4	3				1			4	3	5	5	2	7	8	2	5	3	0	8	6	1	4	8	0	8	10	0	5	5	10	3	1		3	2	4					1	1	3	2	7			14	1	1	1	2	5	1	2			1	1.4722324377285767	1.38823	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	99	11	25	3	4	4	1	1	1	5	1	5	1	1	1	1	1	1	4	1	2	3	5	4	5	2	2	1	2	1	1	1	2	2	4	3	4	4	1	3	1	1	4	5		3	1								1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	77	77	77	77	77	77	77	3	5	5			4					1	1	1	2	1	1	2	77	1	1	5	2	1	4	2			1	2.555830211799104	4.24682	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	100	11	4	6	4	4	1	1	1	5	1	1	1	1	5	1	5	5	1	5	5	1	1	5	1	1	3	1	1	1	1	1	1	2	1	1	3	2	5	3	3	2	4	1	77	2	2								4	77	5	5	77	77	77	77	77	77	77	77	77	77	77	77	3	6	7	1	5	3	77	4	5	5			1	4		88	88	1	1	1	1	1	1	2	77	2	1	5	2	1	6	1	2	2		2.555830211799104	3.83317	37	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	101	11	9	2	3	4	4	1	1	5	1	5	1	1	1	1	5	5	88	5	5	5	88	1	1	4	4	3	4	4	3	4	4	1	1	5	1	1	5	1	5	1	88	5		88	4	10				1			1		1	1	0	0	0	1	0	5	0	0	0	0	0	2	7	10	10	8	10	3	77	4	5	5			4					1	1	4	2	6			5	1	1	1	2	2	1	1	2	2		0.7329399900326126	0.69112	399	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	102	11	28	6	2	2	1	1	1	4	2	1	1	1	1	1	1	2	77	77	77	77	77	88	77	1	2	1	1	1	1	1	2	1	1	2	1	1	88	88	88	1	4	5		88	3								4	77	5	1	77	77	77	77	77	77	77	77	77	77	77	77	2	6	10	0	8	2	77	4	77				4					2	1	3	2	7			77	1	1	1	2	1	1	2			3	2.555830211799104	2.53895	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	103	11	28	5	2	2	1	1	4	4	3	2	4	4	2	1	1	1	4	2	1	2	5	4	5	3	4	1	4	2	1	4	3	1	2	2	2	2	2	2	2	2	3	77		2	4	3				1			4	1	5	5	77	6	3	2	5	1	1	7	5	1	3	1	5	8	8	4	4	1	77	4	5	5			1	1	1	4	88	2	2	1	1	1	3	1	20	4	2	1	2	1	4	2			1	0.8756953032318978	0.82573	63	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	104	11	17	2	2	4	1	1	1	5	1	1	1	1	5	5	1	4	5	3	1	2	5	5	5	1	1	1	1	1	1	1	4	1	1	5	1	1	4	5	1	1	4	5		4	3								4	3	77	77	1	3	9	0	0	9	1	2	5	0	5	8	1	3	9	88	88	9	77	4	1		77		4					1	1	4	1	10			4	1	1	1	1	2	1	1	2	2		2.555830211799104	3.14118	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	105	10	26	1	3	4	2	1	1	88	4	5	1	1	1	5	4	88	88	4	4	5	88	1	1	3	4	1	77	4	2	4	3	4	1	5	1	1	4	1	5	1	88	1	4	88	4	4					1		1		77	77	77	2	2	6	77	88	77	4	2	8	6	77	5	5	10	5	88	88	77	1	5	5			4					1	1	4	2	6			77	2	1	1	1	1	4	1	2	2		1.5951031797779724	1.50409	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	106	11	14	4	3	3	1	1	1	5	1	1	1	1	1	1	1	1	5	1	1	1	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	4	5		4	4	3				1			2		2	2	2	2	4	2	2	2	2	2	5	2	2	2	2	3	5	1	2	1	77	3	5	5			4					1	1	3	2	1	2	2	77	1	1	5	2	3	1	1	2	2		1.0304025693303431	0.97161	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	107	11	25	6	1	1	1	1	3	5	1	3	3	1	1	4	2	1	3	3	2	5	2	3	1	3	3	1	1	1	1	1	4	2	2	2	1	1	88	3	2	2	2	5		3	4	2			1				3		4	4	4	10	6	5	3	1	1	10	6	9	66	1	88	88	88	88	88	88	88	1	1		2	2	1	4		3	3	2	1	1	2	7			15	3	1	5	1	5	2	1	2	2		0.5338185458137746	0.50336	43	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	108	11	18	6	2	2	88	1	3	4	5	1	5	4	88	3	1	5	3	3	5	4	4	3	5	1	1	1	1	1	1	1	1	2	1	5	1	3	5	1	5	2	2	1	2	88	4	2				1			4	66	4	4	3	10	0	3	0	88	1	8	0	88	66	0	5	9	9	2	88	88	88	1	5	5			4					2	3	3	2	7			5	6	1	5	2	4	1	2			1	0.3923888706911487	0.33328	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	109	10	25	7	4	3	88	1	1	4	1	2	1	2	88	88	1	1	3	3	2	2	4	3	4	2	2	1	2	2	1	2	2	1	1	2	88	1	5	1	3	1	2	1	2	3	2								3		3	3	2	9	4	88	88	1	3	10	3	88	88	2	2	5	8	3	88	88	88	2	1		2	2	4					2	1	2	2	7			5	2	1	5	2	4	1	2			1	2.555830211799104	5.57968	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	110	11	24	3	4	4	4	1	1	5	1	1	1	1	88	1	1	1	4	1	1	1	5	5	5	1	1	1	1	1	1	1	1	1	1	3	1	1	5	1	4	1	3	5		3	1								1		1	1	4	4	5	2	88	2	3	1	4	2	2	3	3	6	7	3	88	4	88	3	5	5			4					1	1	4	2	1	2	2	9	1	1	5	2	1	1	1	2	2		2.555830211799104	4.88394	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	111	11	26	2	1	1	1	2	3	4	4	5	2	3	4	2	3	5	2	5	5	5	4	2	4	4	4	2	3	4	2	2	4	2	1	5	3	4	5	1	3	1	2	1	1	3	1								1		5	5	9	6	8	7	4	5	7	5	0	66	6	5	2	4	10	1	4	4	0	2	5	1	1	3	3	4		2	3	2	3	1	2	1	1	2	12	1	1	5	2	4	2	2			1	1.5075686463000069	1.42155	3	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	112	11	25	3	2	1	1	2	2	3	2	3	2	1	5	2	3	5	1	5	5	5	1	1	1	4	4	1	2	4	1	1	4	2	2	5	2	2	4	2	4	1	2	1	1	2	4	1				1			4	1	5	5	10	0	0	4	4	2	10	0	0	6	2	2	2	8	10	0	8	6	1	4	1		1	2	1	4		2	4	2	1	1	2	2	1	2	11	1	1	5	1	5	3	1	2	2		1.0942346939976413	1.0318	43	2
