version	doi	variable	data	sex	age0	age1	age2	age3	age4	age5	age6	age7	age8	age9	age10	age11	age12	age13	age14	age15	age16	age17	age18	age19	age20	age21	age22	age23	age24	age25	age26	age27	age28	age29	age30	age31	age32	age33	age34	age35	age36	age37	age38	age39	age40	age41	age42	age43	age44	age45	age46	age47	age48	age49	age50	age51	age52	age53	age54	age55	age56	age57	age58	age59	age60	age61	age62	age63	age64	age65	age66	age67	age68	age69	age70	age71	age72	age73	age74	age75	age76	age77	age78	age79	age80	age81	age82	age83	age84	age85	age86	age87	age88	age89	age90
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YAG"	"NTA"	2	-33.78283	-32.71704	-32.61115	-33.14746	-34.02971	-36.11671	-38.3931	-40.89878	-43.61549	-46.26939	-49.01175	-51.76837	-54.49453	-57.36504	-60.27803	-65.557	-72.95781	-82.56394	-96.63606	-119.6155	-147.0336	-172.5125	-192.0395	-210.127	-228.7439	-244.8192	-259.55	-271.4368	-276.1811	-280.5568	-278.4825	-276.3692	-281.4278	-283.3815	-285.3262	-287.1474	-296.1285	-305.3007	-320.5916	-330.0834	-344.3943	-358.6573	-370.5309	-381.7042	-394.5501	-401.0053	-414.4675	-426.192	-438.4628	-444.8078	-454.7501	-460.6247	-465.947	-471.3901	-477.9576	-475.2972	-471.9682	-435.3594	-414.8868	-398.4526	-335.8701	-282.8227	-225.5721	-190.3795	-179.4912	-172.0445	-165.9684	-163.1764	-163.8728	-165.431	-166.9832	-167.4503	-168.2263	-166.3707	-163.2245	-159.6548	-154.6502	-148.6826	-144.9745	-141.8907	-137.6503	-136.9658	-136.1372	-137.062	-138.7757	-140.2646	-141.0355	-142.1323	-142.6521	-143.44	-147.3536
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YD"	"NTA"	2	-1306.298	-1417.578	-1409.181	-1427.966	-1459.732	-1556.218	-1656.559	-1749.523	-1855.91	-1966.924	-2070.378	-2186.107	-2296.914	-2419.078	-2516.73	-2287.938	-1355.212	-175.2795	1429.688	3146.009	5380.915	7232.79	8578.229	9903.45	11217.46	12320.02	13223.03	13945.7	14275.08	14620.19	15485.4	16126.44	16174.31	15309.59	16023.24	17026.25	18161.06	18843.33	19955.52	20693.3	21378.04	22014.43	22297.33	23155.97	23760.21	24054.01	24820.9	25604.18	25887.53	25952.45	26281.5	26368.07	26795.42	27227.4	27773.22	28539.16	28698.01	28835.41	27897.01	27017.16	28944.42	25486.57	23198.99	20174.09	18871.25	18030.89	17138.88	17005.09	16601.15	16497.57	17149.59	17824.87	18294.71	18363.63	18753.6	19012.99	18956.54	18616.96	18454.42	18420.63	18534.38	18905.79	19141.17	19470.98	20229.54	21016.77	21651.21	22451.73	23436.59	23854.83	25055.9
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YDA"	"NTA"	2	-1206.756	-574.5971	1144.007	3337.121	4526.297	4416.268	5991.803	6615.583	6787.76	6490.911	7422.635	7717.706	8135.406	7449.066	8447.9	8179.463	9175.218	9223.86	8234.35	7639.121	9014.721	10290.19	11191.92	12193.55	13177.87	14006.66	14663.35	15132.71	15287.37	15493.06	16235.14	16792.45	16782.91	15851.63	16505.32	17448.47	18581.65	19233.48	20325.39	21040.31	21710.07	22322.32	22619.34	23451.7	24047.19	24326.51	25076.17	25843.5	26114.74	26164.97	26453.92	26539.7	26967.43	27401.66	27949.41	28666.88	28826.71	28965.33	28027.66	27148.04	29057.37	25600.22	23313.12	20288.48	18986.33	18139.9	17247.82	17113.74	16709.73	16608.04	17261.35	17933.92	18403.93	18473.01	18861.73	19112.53	19056.08	18716.5	18553.96	18520.17	18633.92	19005.33	19240.71	19570.52	20329.08	21116.31	21750.76	22551.27	23536.13	23954.37	25155.44
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YDF"	"NTA"	2	6491.999	5565.95	5826.728	6013.927	6188.145	6335.703	6658.707	7058.928	7702.445	8226.221	8794.023	9250.584	9738.261	9930.824	10052.16	10315.49	10913.76	11479.13	12042.62	12525.78	13277.28	13613.97	13614.52	13661.39	13935.32	14240.74	14623.01	14920.48	15011.54	15178.22	15885.88	16336.1	16149.33	14987.26	15375.82	16035.41	16804.59	17191.26	18058.08	18590.83	19115.25	19708.51	20013.82	20915.99	21568.54	21955.29	22810.59	23692.64	24188.24	24602.68	25331.21	25843.2	26743.78	27629.91	28597.87	29748.36	30313.6	30828.67	30262.56	29720.02	31983.18	28861.29	26873.55	24123.24	23064.55	22470.25	21756.48	21761.22	21451.55	21437.48	22139.95	22879.91	23429.96	23536.88	23828.57	23884.33	23481.64	22718.64	22193.81	21923.75	21954.58	22392.4	22759.49	23205.27	24065.96	24894.61	25531.64	26333.27	27318.34	27736.06	28936.59
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YDFA"	"NTA"	2	13483.77	10201.22	12173.27	14573.1	15970.06	15928.52	17927.61	19047.62	19973.16	20312.72	22088.59	22954.2	23971.6	23600.21	24818.49	24822.88	25485.1	24927.59	22905.7	21103.1	21200.31	20983.74	20555.6	20292.8	20246.21	20657.77	20801.03	20868.88	20799.8	20852.11	21630.13	22015.25	21798.97	20599.0	20957.19	21484.47	22280.51	22654.65	23512.3	24035.59	24570.2	25156.56	25498.57	26394.84	27065.66	27469.54	28342.59	29248.15	29772.88	30222.34	30967.04	31533.51	32502.78	33453.52	34494.57	35665.88	36312.51	36926.4	36447.54	36005.05	38355.66	35348.57	33498.29	30893.57	29995.15	29569.55	29036.86	29243.23	29135.7	29340.51	30291.14	31244.48	31987.0	32262.65	32713.6	32899.32	32655.26	32089.71	31772.44	31756.92	32060.82	32751.79	33357.95	34016.59	35081.12	36085.64	36873.82	37806.14	38880.84	39412.2	40832.63
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YL"	"NTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.33767	381.8775	1513.081	2944.031	4547.856	7012.724	9999.197	12491.09	14254.41	15860.88	17515.63	18699.89	19872.31	20884.09	21233.87	21318.1	21055.38	20807.24	20887.69	21028.81	20964.96	21063.61	21589.87	21869.78	22624.52	23366.53	24203.43	25006.15	25484.71	26374.65	27166.46	27486.61	28038.34	28556.6	28772.35	28906.59	29081.91	28914.56	28696.98	28543.34	28337.79	27416.51	26314.38	22320.94	19712.6	17332.8	15277.23	8029.527	3449.552	2109.805	1503.274	1106.656	506.6064	352.0731	318.8212	281.2144	255.135	21.94102	15.23554	18.53797	13.8007	5.322759	9.160335	5.630664	2.741039	5.359242	6.907547	2.024936	2.049568	2.083989	2.18637	2.274018	2.506484	2.737249	3.091924	3.257331	0.8299642
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YN"	"NTA"	2	-1545.051	-1496.159	-1491.188	-1515.751	-1555.224	-1651.009	-1755.052	-1869.744	-1994.105	-2115.609	-2240.686	-2366.345	-2489.254	-2618.156	-2727.771	-2543.338	-1687.963	-592.5896	518.1211	2133.375	4088.017	5719.825	6798.727	7812.673	8880.679	9578.434	10083.77	10488.35	10334.99	10153.09	10523.71	10804.26	10501.82	9370.263	9946.264	10952.07	12061.3	12797.56	14014.65	14844.81	15720.38	16502.96	17014.13	18120.79	18976.54	19513.07	20515.01	21537.71	22047.35	22353.24	22843.48	23135.05	23515.12	24000.68	24482.93	25000.38	24612.33	22738.13	20672.33	18802.91	18353.1	12060.74	8288.892	5044.873	3765.658	2988.827	2116.219	1954.768	1793.849	1974.738	2292.969	2746.703	3186.478	3419.332	3678.08	3829.413	3741.351	3663.398	3509.543	3145.106	2843.574	2661.998	2317.644	2082.61	2054.618	1918.916	1783.154	1693.188	2031.335	1736.102	1541.508
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YR"	"NTA"	2	0.0783979	0.2244058	0.3506601	0.3182164	1.197074	0.864597	0.9372913	0.8481987	0.7413129	0.6187807	0.9702111	1.391219	3.168411	5.555836	9.802694	20.53867	33.63665	58.5929	95.33628	140.5956	191.7466	265.4943	345.4878	432.3925	533.9011	646.7586	749.8785	860.0247	972.8147	1076.05	1171.472	1264.025	1357.858	1453.16	1552.198	1645.698	1727.174	1794.934	1853.074	1907.429	1950.946	2002.172	2041.769	2086.189	2143.566	2227.75	2303.751	2381.572	2423.865	2436.148	2424.107	2406.427	2425.581	2445.691	2457.583	2460.224	2459.805	2454.583	2446.956	2444.079	2443.401	2446.333	2452.197	2442.192	2469.084	2498.727	2518.401	2524.881	2536.323	2555.182	2577.19	2600.296	2572.978	2558.759	2546.664	2538.505	2550.128	2552.739	2529.27	2501.116	2481.073	2458.357	2429.743	2413.975	2399.164	2384.814	2371.072	2357.021	2342.99	2329.12	2316.48
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"YS"	"NTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.41025	33.08152	57.7034	67.40547	112.6215	145.0591	228.0565	290.6105	393.7803	449.4234	593.994	626.3686	670.9264	777.4802	877.5159	1058.765	1130.899	1243.433	1349.074	1643.155	1589.639	1705.287	1801.269	1864.311	1880.895	1991.398	1902.287	2129.61	2204.326	2278.763	2163.734	2230.935	2297.251	2345.327	2399.644	2336.042	2439.429	2385.996	2203.222	2058.388	2194.753	1958.629	1242.435	994.749	986.5496	695.2253	783.0135	709.0254	680.2574	396.5119	380.8861	312.4775	385.0971	281.5904	255.2247	237.3593	233.9853	196.7806	222.2993	266.8819	189.8875	73.51078	164.9791	121.5316	154.2744	212.8719	166.0423	128.6323	105.9649	471.8409	245.249	214.5965
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CH"	"NTTA"	0	429.0391	379.8946	308.4092	291.653	268.3455	262.5921	249.0224	238.8041	220.6487	207.4958	198.0262	187.3824	177.6965	153.4029	143.6843	132.3535	124.7084	124.6026	124.7992	124.7076	125.8986	126.2786	126.7593	126.2085	126.1298	124.7176	123.267	120.9276	119.0067	116.4317	115.7312	115.5338	116.2101	117.3876	119.3087	119.7155	119.8649	120.3343	120.2225	120.1911	120.9342	121.9298	123.2305	126.148	129.8423	133.9453	139.2302	144.3271	149.0612	153.3198	158.3133	162.9106	168.4576	173.7281	179.6897	185.2095	191.2888	197.0475	203.1375	209.5053	216.0703	221.9653	228.1415	235.4973	242.1334	249.3049	255.6929	261.1906	263.7254	264.7545	263.1742	261.657	258.7071	256.4012	253.7894	251.6743	248.8552	245.9582	242.0929	238.7425	234.8858	230.5619	226.1698	221.7748	217.1171	212.8907	209.3204	206.4653	204.2179	201.9706	211.4602
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CHCC"	"NTTA"	0	326.1656	279.31	210.1136	194.6963	171.969	165.1028	150.1089	137.1264	116.4234	99.11024	85.11013	70.26508	57.22344	29.8035	18.58842	7.673831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	5.96E-17	5.69E-17	5.16E-17	3.96E-17	2.11E-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CHCCM"	"NTTA"	0	26467.16	22664.99	17049.96	15798.9	13954.66	13397.49	12180.79	11127.31	9447.341	8042.437	6906.378	5701.756	4643.475	2418.446	1508.383	622.7036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.84E-15	4.61E-15	4.19E-15	3.21E-15	1.71E-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CHHW"	"NTTA"	0	102.8735	100.5845	98.29564	96.95665	96.37642	97.48939	98.91353	101.6778	104.2252	108.3856	112.9161	117.1173	120.473	123.5994	125.0959	124.6797	124.7084	124.6026	124.7992	124.7076	125.8986	126.2786	126.7593	126.2085	126.1298	124.7176	123.267	120.9276	119.0067	116.4317	115.7312	115.5338	116.2101	117.3876	119.3087	119.7155	119.8649	120.3343	120.2225	120.1911	120.9342	121.9298	123.2305	126.148	129.8423	133.9453	139.2302	144.3271	149.0612	153.3198	158.3132	162.9106	168.4576	173.7281	179.6897	185.2095	191.2888	197.0474	203.1375	209.5053	216.0703	221.9653	228.1415	235.4972	242.1334	249.3049	255.6929	261.1906	263.7254	264.7545	263.1742	261.657	258.7071	256.4013	253.7894	251.6743	248.8551	245.9582	242.0929	238.7425	234.8858	230.5619	226.1698	221.7748	217.1171	212.8907	209.3204	206.4653	204.2179	201.9706	211.4602
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CHHWM"	"NTTA"	0	9568.981	9356.073	9143.166	9018.617	8964.646	9068.171	9200.641	9457.761	9694.719	10081.7	10503.12	10893.9	11206.04	11496.85	11636.05	11597.33	11600.0	11590.16	11608.45	11599.93	11710.71	11746.05	11790.77	11739.54	11732.22	11600.86	11465.92	11248.33	11069.65	10830.13	10764.97	10746.61	10809.52	10919.04	11097.74	11135.58	11149.48	11193.14	11182.74	11179.81	11248.93	11341.55	11462.53	11733.91	12077.54	12459.19	12950.78	13424.88	13865.23	14261.35	14725.82	15153.46	15669.42	16159.67	16714.19	17227.63	17793.11	18328.76	18895.24	19487.55	20098.21	20646.54	21221.04	21905.25	22522.52	23189.6	23783.79	24295.16	24530.95	24626.67	24479.67	24338.55	24064.16	23849.68	23606.72	23409.99	23147.76	22878.3	22518.75	22207.11	21848.37	21446.18	21037.64	20628.83	20195.58	19802.46	19470.36	19204.78	18995.74	18786.7	19669.4
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PH"	"NTTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	1.771169	5.288557	10.22584	17.88166	30.81151	38.69748	45.89393	50.64271	52.84835	54.03384	56.78818	68.89388	75.81756	83.21694	90.48048	107.9245	113.1732	116.6364	129.2975	141.763	155.1406	167.3064	179.4585	191.5866	210.0035	217.4759	225.0368	231.1782	236.6926	235.0668	227.0368	223.0004	219.1448	215.3002	212.0065	209.6325	207.369	205.7516	204.3674	203.1043	202.025	201.4988	201.2909	202.4	204.0841	206.4211	209.3868	213.4084	217.4115	222.3067	227.9617	234.1415	240.6733	247.3891	253.5745	259.2096	265.2791	271.7954	278.0687	285.2832	291.3354	295.2754	296.6286	295.6671	292.9107	289.3291	285.5238	273.6535	269.5027	264.5774	259.3497	253.8631	248.004	242.2528	236.0338	229.6959	222.8927	215.5314	207.5773	199.7429	186.4958	177.8047	169.0715	160.413	84.99747
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PHCC"	"NTTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.244094	3.077405	3.828565	3.310738	2.503986	1.55611	0.6839294	8.086624	9.372286	10.83013	11.97352	13.0183	13.77053	13.01041	21.18534	29.36843	37.75117	45.33418	52.1386	59.38121	72.3156	73.5194	74.73948	75.31343	74.91022	73.492	65.15517	60.71076	56.22675	51.54958	46.52276	41.57803	36.4467	31.45255	26.7584	22.41351	18.31413	14.93683	12.08583	9.965475	8.69471	8.264509	8.276217	8.363617	8.747343	9.223921	9.546173	10.03612	10.92069	11.27219	11.15457	10.97205	10.58726	10.02469	10.01653	10.21585	10.27792	9.956703	9.535649	8.487604	7.53132	6.599225	6.050131	5.396631	5.08985	4.60708	4.192945	3.720737	3.411993	3.01033	2.742094	2.470667	2.214698	1.963657	1.746882	1.488509	1.251396	1.018754	0.7942433	0.5730859	0.353737
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PHCCM"	"NTTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263.2464	249.7203	310.6742	268.6544	203.1894	126.2727	55.49839	656.2002	760.527	878.8257	971.6078	1056.388	1117.429	1055.748	1719.113	2383.142	3063.371	3678.704	4230.858	4818.57	5868.148	5965.833	6064.838	6111.412	6078.692	5963.61	5287.105	4926.458	4562.597	4183.062	3775.153	3373.907	2957.518	2552.261	2171.347	1818.775	1486.125	1212.07	980.7216	808.6622	705.5442	670.635	671.585	678.6772	709.8152	748.4877	774.6374	814.3947	886.1747	914.6974	905.1528	890.3423	859.1174	813.4669	812.8047	828.9794	834.0157	807.9504	773.7833	688.7383	611.1393	535.5032	490.9462	437.917	413.0229	373.8479	340.2423	301.9243	276.8708	244.2774	222.511	200.4857	179.7147	159.3436	141.7531	120.7871	101.5462	82.66815	64.44997	46.50385	28.70447
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PHHW"	"NTTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	1.771169	5.288557	10.22584	17.88166	27.56742	35.62008	42.06536	47.33197	50.34436	52.47773	56.10425	60.80725	66.44527	72.38681	78.50696	94.90621	99.40267	103.6259	108.1122	112.3946	117.3894	121.9722	127.3199	132.2054	137.688	143.9565	150.2973	155.8647	161.7823	161.5748	161.8816	162.2896	162.9181	163.7507	165.4837	168.0544	170.9223	174.299	177.609	180.6908	183.7108	186.5619	189.2051	192.4345	195.3894	198.1566	201.1106	205.0448	208.6641	213.0828	218.4156	224.1053	229.7526	236.1169	242.42	248.2375	254.6918	261.7707	268.0522	275.0674	281.0575	285.3187	287.093	287.1795	285.3794	282.7299	279.4737	268.2568	264.4129	259.9703	255.1567	250.1424	244.592	239.2425	233.2917	227.2252	220.678	213.5677	205.8304	198.2544	185.2444	176.7859	168.2772	159.84	84.64374
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PHHWM"	"NTTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	164.7488	491.9257	951.1769	1663.298	2564.238	3313.273	3912.794	4402.678	4682.882	4881.321	5218.649	5656.107	6180.54	6733.204	7302.482	8827.892	9246.139	9638.974	10056.27	10454.61	10919.21	11345.49	11842.91	12297.35	12807.32	13390.4	13980.21	14498.07	15048.51	15029.2	15057.74	15095.7	15154.15	15231.59	15392.8	15631.92	15898.68	16212.77	16520.65	16807.32	17088.23	17353.43	17599.29	17899.68	18174.53	18431.93	18706.7	19072.65	19409.31	19820.32	20316.36	20845.61	21370.9	21962.89	22549.18	23090.31	23690.67	24349.12	24933.41	25585.94	26143.12	26539.49	26704.53	26712.58	26545.13	26298.69	25995.8	24952.45	24594.89	24181.66	23733.91	23267.49	22751.21	22253.62	21700.09	21135.81	20526.81	19865.43	19145.73	18441.03	17230.88	16444.1	15652.64	14867.83	7873.307
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PHM"	"NTTA"	0	0.0	0.0	0.0	0.0	0.0	0.0	164.7488	491.9257	951.1769	1663.298	2827.485	3562.993	4223.468	4671.333	4886.071	5007.593	5274.147	6312.308	6941.066	7612.03	8274.09	9884.279	10363.57	10694.72	11775.38	12837.75	13982.58	15024.19	16073.77	17115.92	18675.47	19356.24	20045.04	20609.48	21127.2	20992.81	20344.85	20022.15	19716.75	19414.66	19167.95	19005.83	18856.2	18765.03	18692.0	18626.1	18574.36	18565.5	18580.01	18708.34	18880.08	19102.56	19378.29	19751.33	20119.13	20568.81	21091.0	21660.0	22257.07	22877.59	23454.33	23980.65	24549.79	25162.59	25746.22	26414.92	26977.14	27347.44	27478.31	27401.31	27156.27	26834.19	26486.75	25390.36	25007.92	24555.51	24074.16	23569.42	23028.09	22497.89	21922.6	21336.29	20706.52	20024.78	19287.48	18561.81	17332.43	16526.77	15717.09	14914.34	7902.011
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THI"	"NTTA"	0	429.0391	379.8946	308.4092	291.653	268.3455	262.5921	247.3827	233.9434	211.2633	191.3993	173.8378	156.6435	141.894	113.5246	101.8803	89.43014	79.94975	77.27565	74.77566	71.35374	69.39531	54.8655	52.62435	49.77898	47.79839	44.89655	41.83305	39.02753	35.12384	32.13298	30.31706	29.49567	27.91499	28.1307	26.57561	29.91792	30.73622	32.64693	32.2801	32.28438	30.5871	28.65152	25.91911	25.3812	25.18026	25.60218	26.81364	27.37222	27.40771	26.99899	28.41948	30.0775	32.59734	33.67064	35.30357	35.3956	35.02856	34.47484	34.52891	34.24991	34.08149	33.72252	32.99103	32.60748	32.27296	31.85568	31.79353	32.48743	32.70055	33.05085	32.65609	33.08222	32.74825	32.65184	32.30275	33.06582	33.41822	33.82635	33.94718	34.46922	34.95377	34.98116	35.25716	36.0256	37.04621	38.52522	46.38519	50.6	55.42567	60.2567	143.5836
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THICC"	"NTTA"	0	326.1656	279.31	210.1136	194.6963	171.969	165.1028	150.1089	137.1264	116.4234	99.11024	85.11013	70.26508	57.22344	29.8035	18.58842	7.673831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	6.02E-17	5.96E-17	5.69E-17	5.16E-17	3.96E-17	2.11E-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THICCM"	"NTTA"	0	26467.16	22664.99	17049.96	15798.9	13954.66	13397.49	12180.79	11127.31	9447.341	8042.437	6906.378	5701.756	4643.475	2418.446	1508.383	622.7036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.88E-15	4.84E-15	4.61E-15	4.19E-15	3.21E-15	1.71E-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THIHW"	"NTTA"	0	102.8735	100.5845	98.29564	96.95665	96.37642	97.48939	97.27377	96.81707	94.83988	92.28903	88.72766	86.37843	84.6705	83.72114	83.2919	81.7563	79.94975	77.27565	74.77566	71.35374	69.39531	54.8655	52.62435	49.77898	47.79839	44.89655	41.83305	39.02753	35.12384	32.13298	30.31706	29.49567	27.91499	28.1307	26.57561	29.91792	30.73622	32.64693	32.2801	32.28438	30.5871	28.65152	25.91911	25.3812	25.18026	25.60218	26.81364	27.37222	27.40771	26.99899	28.41948	30.0775	32.59734	33.67064	35.30357	35.3956	35.02856	34.47484	34.52891	34.24991	34.08149	33.72252	32.99103	32.60748	32.27296	31.85568	31.79353	32.48743	32.70055	33.05085	32.65609	33.08222	32.74825	32.65184	32.30275	33.06582	33.41822	33.82635	33.94718	34.46922	34.95377	34.98116	35.25716	36.0256	37.04621	38.52522	46.38519	50.6	55.42567	60.2567	143.5836
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THIHWM"	"NTTA"	0	9568.981	9356.073	9143.166	9018.617	8964.646	9068.171	9048.114	9005.634	8821.722	8584.449	8253.182	8034.663	7875.796	7787.489	7747.563	7604.726	7436.687	7187.949	6955.408	6637.11	6454.944	5103.424	4894.959	4630.291	4446.063	4176.142	3891.185	3630.224	3267.115	2988.914	2820.001	2743.598	2596.569	2616.634	2471.984	2782.875	2858.991	3036.719	3002.598	3002.996	2845.12	2665.078	2410.918	2360.884	2342.192	2381.438	2494.124	2546.082	2549.383	2511.365	2643.495	2797.718	3032.107	3131.942	3283.832	3292.392	3258.251	3206.746	3211.775	3185.824	3170.158	3136.767	3068.727	3033.05	3001.934	2963.12	2957.338	3021.884	3041.707	3074.291	3037.572	3077.208	3046.144	3037.177	3004.705	3075.683	3108.463	3146.426	3157.665	3206.223	3251.294	3253.843	3279.515	3350.994	3445.927	3583.5	4314.611	4706.661	5155.529	5604.897	13355.72
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THIM"	"NTTA"	0	36036.14	32021.07	26193.12	24817.52	22919.31	22465.66	21228.91	20132.94	18269.06	16626.88	15159.56	13736.42	12519.27	10205.94	9255.946	8227.43	7436.687	7187.949	6955.408	6637.11	6454.944	5103.424	4894.959	4630.291	4446.063	4176.142	3891.185	3630.224	3267.115	2988.914	2820.001	2743.598	2596.569	2616.634	2471.984	2782.875	2858.991	3036.719	3002.598	3002.996	2845.12	2665.078	2410.918	2360.884	2342.192	2381.438	2494.124	2546.082	2549.383	2511.365	2643.495	2797.718	3032.107	3131.942	3283.832	3292.392	3258.251	3206.746	3211.775	3185.824	3170.158	3136.767	3068.727	3033.05	3001.934	2963.12	2957.338	3021.884	3041.707	3074.291	3037.572	3077.208	3046.144	3037.177	3004.705	3075.683	3108.463	3146.426	3157.665	3206.223	3251.294	3253.843	3279.515	3350.994	3445.927	3583.5	4314.611	4706.661	5155.529	5604.897	13355.72
