version	doi	BK1	BK2	CR1	D1	D2	D3	D4	D5	D6	D7	PD1	PD2	PD3	PD4	PD5	gruppeTR	filter_fp	wwwfpRES	wmob	tp	gs	RR_GS	ns	RR_NS	Regular	RR_RS	breakoff	dog	don	DogRR	DonRR	do	DoRR	mm	multim	dur1m	Home	smph	mobility	PRE_1	mob2	male	PRE_2	abbs12	v0tr	v6tr	v99tr	v99u6tr	a50p	re1	sowie1	tnf1	IAsmhs
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	5			1		0	1	2	1	22	149	89	9	1	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	2.4833333333333334	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	2	1	1	22	268	80	11	1	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	4.466666666666667	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			4		0	2	1	1	22	233	93	8	1	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	3.8833333333333333	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1						0			1	22	185	116	4	1	0	1.0630722828269479	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665			3.0833333333333335	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0				0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	2	2	1	22	391	80	11	0	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	6.516666666666667	1	0	1	0.3070539419087247	1		0.3032056034404576	1	1	0	0	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1						0			1	22	48	116	4	2	0	1.0630722828269479	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665			0.8	1	0	1	0.27099236641221724	1		0.26047479942693996	1	0	0	1	0	0				0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	1	2	1	22	398	75	12	1	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	6.633333333333334	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	3	2	1	22	426	57	14	2	0	0.9884240931424767	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	7.1	1	0	1	0.27099236641221724	1		0.26047479942693996	0	0	0	1	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1			4		0	2	1	1	22	165	93	7	3	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	2.75	1	0	1	0.1990950226607874	1		0.22556500347140082	1	0	0	0	1	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	5			3		0	1	2	1	22	133	95	10	0	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	2.216666666666667	1	0	1	0.3070539419087247	1		0.3032056034404576	1	1	0	0	0	0	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	1	2	1	22	203	89	9	3	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	3.3833333333333333	1	0	1	0.1990950226607874	1		0.22556500347140082	1	0	0	0	1	0	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	2	1	1	22	559	41	18	1	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	9.316666666666666	1	0	1	0.2846153846153864	1		0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1			3		0	1	2	1	22	1340	46	16	0	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	22.333333333333332	1	0	1	0.3070539419087247	1		0.3032056034404576	0	1	0	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			4		0	2	2	1	22	461	80	11	2	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	7.683333333333334	1	0	1	0.27099236641221724	1		0.26047479942693996	1	0	0	1	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	5			3		0	2	1	1	22	199	92	9	1	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	3.316666666666667	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			4		0	1	2	1	22	274	94	9	0	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	4.566666666666666	1	0	1	0.3070539419087247	1		0.3032056034404576	1	1	0	0	0	0	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4			1		0	1	2	1	22	1407	85	10	0	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	23.45	1	0	1	0.3070539419087247	1		0.3032056034404576	1	1	0	0	0	0	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3			2		0	2	1	1	22	100	106	7	2	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	1.6666666666666667	1	0	1	0.27099236641221724	1		0.26047479942693996	1	0	0	1	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1				3		0	3	1	1	22	193	113	1	3	0	0.9884240931424767	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	3.216666666666667	1	0	1	0.1990950226607874	1		0.22556500347140082	1	0	0	0	1	0	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1			3		0	1	2	1	22	610	88	11	0	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	10.166666666666666	1	0	1	0.3070539419087247	1		0.3032056034404576	1	1	0	0	0	0	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1			1		0	1	2	1	22	697	47	15	3	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	11.616666666666667	1	0	1	0.1990950226607874	1		0.22556500347140082	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1				1		0	1	2	1	22	344	77	12	1	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	5.733333333333333	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4			3		0	1	2	1	22	220	92	10	2	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	3.6666666666666665	1	0	1	0.27099236641221724	1		0.26047479942693996	1	0	0	1	0	0	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			4		0	2	2	1	22	1060	40	23	2	1	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	17.666666666666668	1	0	1	0.27099236641221724	1		0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1						0			1	22	53	118	7	0	0	1.0630722828269479	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665			0.8833333333333333	1	0	1	0.3070539419087247	1		0.3032056034404576	1	1	0	0	0	0				0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4			3		0	2	1	1	22	359	69	16	2	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	5.983333333333333	1	0	1	0.27099236641221724	1		0.26047479942693996	0	0	0	1	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3			3		0	2	2	1	22	656	45	16	3	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	10.933333333333334	1	0	1	0.1990950226607874	1		0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1			3		0	1	2	1	22	474	80	11	2	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	7.9	1	0	1	0.27099236641221724	1		0.26047479942693996	1	0	0	1	0	0	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	2	2	1	22	998	46	16	3	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	16.633333333333333	1	0	1	0.1990950226607874	1		0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			1		0	1	2	1	22	394	49	16	1	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	6.566666666666666	1	0	1	0.2846153846153864	1		0.27628148597633967	0	0	1	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			4		0	2	1	1	22	151	104	8	3	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	2.5166666666666666	1	0	1	0.1990950226607874	1		0.22556500347140082	1	0	0	0	1	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	2	1	1	22	146	89	9	2	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	2.433333333333333	1	0	1	0.27099236641221724	1		0.26047479942693996	1	0	0	1	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1			3		0	2	1	1	22	599	49	2	0	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	9.983333333333333	1	0	1	0.3070539419087247	1		0.3032056034404576	1	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	2	2	1	22	446	81	11	1	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	7.433333333333334	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3			3		0	3	2	1	22	350	81	11	1	0	0.9884240931424767	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	5.833333333333333	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3			3		0	2	1	1	22	748	28	19	2	1	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	12.466666666666667	1	0	1	0.27099236641221724	1		0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4			2		0	1	2	1	22	170	93	8	1	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	2.8333333333333335	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3			4		0	2	2	1	22	109	106	7	1	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	1.8166666666666667	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3			1		0	1	2	1	22	454	89	9	2	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	7.566666666666666	1	0	1	0.27099236641221724	1		0.26047479942693996	1	0	0	1	0	0	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3			3		0	2	2	1	22	152	110	8	1	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	2.533333333333333	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1			3		0	2	2	1	22	525	93	8	0	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	8.75	1	0	1	0.3070539419087247	1		0.3032056034404576	1	1	0	0	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			4		0	2	1	1	22	1607	48	16	3	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	26.783333333333335	1	0	1	0.1990950226607874	1		0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	3	1	1	22	1894	28	19	1	1	0.9884240931424767	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	31.566666666666666	1	0	1	0.2846153846153864	1		0.27628148597633967	0	0	1	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1				3		0	3	1	1	22	186	93	9	1	0	0.9884240931424767	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	3.1	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			4		0	2	1	1	22	104	106	7	0	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	1.7333333333333334	1	0	1	0.3070539419087247	1		0.3032056034404576	1	1	0	0	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4			2		0	1	2	1	22	3844	57	14	1	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	64.06666666666666	1	0	1	0.2846153846153864	1		0.27628148597633967	0	0	1	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	1	2	1	22	950	47	19	2	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	15.833333333333334	1	0	1	0.27099236641221724	1		0.26047479942693996	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	2	1	1	22	261	89	9	1	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	4.35	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1				3		0	3	1	1	22	157	93	7	0	0	0.9884240931424767	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	2.6166666666666667	1	0	1	0.3070539419087247	1		0.3032056034404576	1	1	0	0	0	0	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1			3		0	2	1	1	22	525	48	16	0	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	8.75	1	0	1	0.3070539419087247	1		0.3032056034404576	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1						0			1	22	37	116	4	2	0	1.0630722828269479	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665			0.6166666666666667	1	0	1	0.27099236641221724	1		0.26047479942693996	1	0	0	1	0	0				0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3			1		0	1	2	1	22	411	30	18	3	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	6.85	1	0	1	0.1990950226607874	1		0.22556500347140082	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	2	1	1	22	211	100	8	1	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	3.5166666666666666	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	2	1	1	22	599	76	14	2	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	9.983333333333333	1	0	1	0.27099236641221724	1		0.26047479942693996	0	0	0	1	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	2	2	1	22	378	48	15	0	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	6.3	1	0	1	0.3070539419087247	1		0.3032056034404576	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	3	2	1	22	63	105	9	2	0	0.9884240931424767	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	1.05	1	0	1	0.27099236641221724	1		0.26047479942693996	1	0	0	1	0	0	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4			3		0	2	2	1	22	459	29	19	2	1	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	7.65	1	0	1	0.27099236641221724	1		0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1						0			1	22	24	116	4	1	0	1.0630722828269479	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665			0.4	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0				0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	1	1	1	22	335	81	11	2	0	1.3208601284916528	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	5.583333333333333	1	0	1	0.27099236641221724	1		0.26047479942693996	1	0	0	1	0	0	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	5			3		0	3	2	1	22	294	82	10	1	0	0.9884240931424767	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	4.9	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1				3		0	3	2	1	22	268	93	8	0	0	0.9884240931424767	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	4.466666666666667	1	0	1	0.3070539419087247	1		0.3032056034404576	1	1	0	0	0	0	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	3	1	1	22	218	89	9	2	0	0.9884240931424767	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	3.6333333333333333	1	0	1	0.27099236641221724	1		0.26047479942693996	1	0	0	1	0	0	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			2		0	2	1	1	22	320	82	15	2	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	5.333333333333333	1	0	1	0.27099236641221724	1		0.26047479942693996	0	0	0	1	0	0	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3			3		0	2	2	1	22	511	57	14	1	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	8.516666666666667	1	0	1	0.2846153846153864	1		0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			3		0	3	1	1	22	212	84	10	2	0	0.9884240931424767	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	3.533333333333333	1	0	1	0.27099236641221724	1		0.26047479942693996	1	0	0	1	0	0	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1				4		0			1	22	802	33	18	3	0	1.0630722828269479	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	13.366666666666667	1	0	1	0.1990950226607874	1		0.22556500347140082	0	0	0	0	1	1				0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1			4		0	3	1	1	22	557	93	7	1	0	0.9884240931424767	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	9.283333333333333	1	0	1	0.2846153846153864	1		0.27628148597633967	1	0	1	0	0	0	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1				4		0	2	1	1	22	840	45	16	3	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	14.0	1	0	1	0.1990950226607874	1		0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2			2		1	2	2	1	22	524	28	19	0	1	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	0	7.329483734492024	1	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	8.733333333333333	1	0	1	0.3070539419087247	1		0.3032056034404576	0	1	0	0	0	1	0	1	0	0
