version	doi	court_source	court_target	year_source	nr_citations
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1977"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1981"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1983"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1986"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1992"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1995"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1998"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"1999"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"2000"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"2001"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"2002"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"2004"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"2008"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"2009"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"2011"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"DEU"	"ESP"	"2017"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1968"	40.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1969"	19.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1970"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1971"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1975"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1976"	107.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1978"	27.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1979"	69.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1980"	25.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1981"	21.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1982"	53.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1983"	62.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1984"	130.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1985"	24.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1986"	101.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1987"	36.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1988"	63.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1989"	113.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1990"	75.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1991"	113.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1992"	98.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1993"	109.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1994"	106.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1995"	36.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1996"	108.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1997"	119.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1998"	134.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"1999"	108.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2000"	296.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2001"	139.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2002"	71.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2003"	114.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2004"	123.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2005"	53.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2006"	60.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2007"	53.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2008"	75.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2009"	126.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2010"	96.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2011"	88.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2012"	88.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2013"	46.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2014"	31.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2015"	107.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2016"	37.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2017"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECHR"	"ESP"	"2018"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1961"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1963"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1964"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1969"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1970"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1971"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1972"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1974"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1976"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1978"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1979"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1982"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1983"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1984"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1985"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1986"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1987"	4.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1988"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1989"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1990"	15.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1991"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1992"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1993"	2.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1994"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1995"	16.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1996"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1997"	3.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1998"	17.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"1999"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2000"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2001"	5.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2002"	6.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2003"	12.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2004"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2005"	17.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2006"	11.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2007"	13.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2008"	10.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2009"	8.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2010"	45.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2011"	26.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2012"	14.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2013"	22.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2014"	17.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2015"	17.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2016"	16.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"ECJ"	"ESP"	"2017"	7.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ESP"	"1982"	1.0
"1.0 (2022-08-01)"	"doi:10.11587/AYUJTC"	"FRA"	"ESP"	"1991"	1.0
