version	doi	A1	A2	A3	A4a	A4b	A4c	A5a	A5b	C01	C02	C03	C04	age	D02	D03	D04	D05	D06	D07a	D08	D09	D11	D14	D15	D16	D19	D20	Q01	Q02	Q03	Q04a	Q04b	Q04c	Q04d	Q04e	Q04f	Q04g	Q05a	Q05b	Q05c	Q05d	Q05e	Q06a	Q06b	Q06c	Q06d	Q07	Q08	Q09	Q10a	Q10b	Q11	Q12LH_a	Q12LH_b	Q12LH_d	Q13a	Q13b	Q14a	Q14b	Q15a	Q15b	Q15c	Q15d	Q15e	Q15f	Q16a	Q16b	Q16c	Q16d	Q16e	Q16f	Q17a	Q17b	Q17c	Q17d	Q17e	Q17f	Q18	Q21	Q22a	Q22b	Q22c	Q22d
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	354	11	1	11	7	2017	0.43048	0.4565285433922316	1	2	2	9	2	2	2	4	2	6	9	9	2	1	1	5	44	1	1	2	2	2	3	4	5	2	2	2	2	1	1	2	4	4	3	4	1	2	1	1	2	1	1	3	1	1	2	1	1	5	5	10	2	0	4	7	7	9	3	0	7	7	8	3	10	10	4	4	3	3	2	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	355	11	1	11	9	2017	1.0507	1.1142783417167295	2	9	9	3	7	1	2	2	2	7	9	9	4	1	1	5	44	4	1	1	2	3	3	3	5	2	1	2	2	1	1	2	5	4	3	4	1	2	2	1	2	1	1	3	1	1	2	1	1	5	5	10	1	0	7	5	7	9	3	0	8	6	7	2	7	10	5	5	2	3	2	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	357	65	1	11	28	2017	0.46896	0.497336985944111	1	1	2	9	6	2	3	1	1	7	9	9	19	3	1	5	44	2	2	2	3	2	3	4	2	3	5	3	2	2	4	2	4	3	2	3	1	2	8	1	3	5	99	2	1	6	2	1	1	4	4	7	4	0	6	2	8	7	1	0	5	5	7	5	9	10	4	7	3	4	2	5	1	6	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	358	52	2	10	25	2017	0.89695	0.9512248582876375	1	2	2	9	2	2	2	4	2	6	9	9	1	4	2	1	996	1	4	3	3	2	3	2	4	3	4	2	3	1	4	3	3	4	4	4	1	2	2	2	8	1	5	4	1	5	2	1	1	2	4	6	4	0	6	8	98	4	3	0	5	98	98	0	7	10	2	4	98	4	4	1	9	5	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	359	54	1	11	29	2017	0.73336	0.7777359519190833	2	9	9	1	4	2	2	1	2	10	9	9	19	3	1	5	44	1	2	2	2	1	3	3	3	3	4	4	3	3	4	1	5	5	4	4	1	2	1	1	2	1	1	2	1	1	2	1	1	5	5	9	4	0	7	5	6	9	5	0	5	5	7	6	8	10	3	8	3	4	2	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	360	399	2	11	29	2017	0.7337	0.7780965254759347	2	9	9	1	2	2	2	4	2	6	9	9	88	2	1	1	996	1	4	2	3	2	3	3	3	4	4	3	3	4	4	2	5	3	3	4	2	3	3	2	2	1	4	2	1	4	2	1	1	4	4	7	2	0	9	5	6	5	3	0	4	5	5	5	7	9	4	6	3	4	2	5	1	4	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	361	399	2	11	8	2017	1.06286	1.1271741489264708	1	2	2	9	2	2	3	1	2	6	9	9	10	2	1	1	996	1	2	2	2	3	3	3	3	4	3	3	2	4	4	2	4	3	4	4	2	3	3	2	3	1	4	3	1	6	2	1	5	5	5	6	2	0	8	2	8	6	2	0	4	2	5	5	8	10	4	8	3	4	2	5	1	4	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	362	61	1	11	25	2017	1.39878	1.4834208230955808	2	9	9	2	6	2	2	1	2	7	9	9	12	4	1	5	44	1	2	2	1	1	3	1	3	2	1	3	2	1	1	1	5	3	1	2	1	1	2	1	2	1	3	2	5	99	9	1	1	2	3	3	2	3	5	0	4	2	3	6	0	7	4	3	3	6	5	8	7	4	1	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	363	12	2	11	23	2017	0.80867	0.857602994761652	1	1	2	9	5	1	1	1	1	1	2	2	11	1	1	5	44	1	2	2	2	2	3	3	2	3	2	3	2	3	3	2	3	2	3	3	1	2	2	2	2	1	1	3	1	1	2	1	1	3	3	7	2	1	5	2	5	7	3	2	5	3	5	5	7	8	4	6	5	4	2	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	364	399	2	11	9	2017	1.02683	1.088963957004844	2	9	9	1	7	1	2	1	1	7	9	9	18	1	1	5	44	4	2	1	1	2	3	2	3	4	3	4	3	3	4	3	3	3	4	4	2	3	8	2	2	1	1	2	1	1	2	1	1	5	5	9	1	1	5	2	5	8	0	5	3	3	5	4	8	9	5	7	3	4	2	1	9	1	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	365	37	1	11	4	2017	0.41645	0.4416495816198078	1	2	2	9	1	1	2	4	2	6	9	9	88	3	1	5	44	1	4	2	2	1	3	3	3	4	3	1	3	1	3	3	3	2	4	4	1	2	3	2	2	1	1	3	1	97	2	6	99	5	5	9	6	3	6	7	5	9	7	3	5	8	6	3	6	8	3	6	4	4	2	5	1	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	366	11	1	10	25	2017	1.04022	1.103164192082018	1	2	2	9	4	2	3	4	1	1	1	4	8	1	1	5	44	2	2	1	1	1	3	4	1	3	1	1	2	2	3	1	5	5	4	3	1	3	2	1	2	1	1	2	1	1	2	1	1	5	5	8	0	0	5	3	3	8	0	0	7	5	3	1	6	10	2	3	3	4	2	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	367	61	1	11	27	2017	0.51612	0.5473506593003127	2	9	9	1	6	1	2	1	2	7	9	9	20	3	1	5	44	1	3	2	2	2	3	3	4	3	4	3	3	2	3	3	4	3	3	3	1	3	2	1	3	1	2	3	1	2	2	5	99	5	5	5	6	6	5	5	6	6	6	4	3	5	5	5	5	6	3	6	3	4	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	369	399	2	11	14	2017	0.60723	0.6439737674318547	2	9	9	1	6	2	2	1	1	7	9	9	18	2	1	5	44	2	2	2	2	2	3	2	3	2	3	3	2	3	4	3	3	3	3	3	1	2	2	1	3	1	1	2	1	6	2	1	1	5	5	7	4	1	5	4	9	6	2	0	2	2	5	5	7	9	3	8	4	4	2	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	370	37	1	11	18	2017	1.25449	1.3303997686306464	1	2	2	9	2	2	3	4	2	6	9	9	88	5	1	5	44	1	2	2	2	3	3	3	4	4	5	3	3	3	5	3	4	4	2	3	1	2	2	2	2	1	1	2	1	1	2	1	5	2	4	9	3	1	5	6	7	8	4	0	5	5	8	4	6	8	2	6	3	4	2	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	371	377	1	11	29	2017	0.49202	0.5217923571823216	1	2	2	9	5	1	3	4	2	1	4	2	77	3	1	5	44	1	1	1	1	1	3	3	3	4	4	3	3	2	4	2	3	4	4	3	2	2	3	1	2	1	4	3	1	4	2	1	5	5	5	6	3	0	9	4	4	5	2	0	8	4	5	4	8	10	4	7	4	4	2	1	9	4	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	372	399	2	11	16	2017	0.95028	1.0077818811902293	1	1	2	9	6	2	3	1	1	7	9	9	18	2	1	1	44	3	2	2	2	2	3	2	3	3	2	2	2	2	3	3	3	2	3	3	1	2	2	2	2	1	1	2	1	1	2	1	1	5	5	10	1	5	3	2	2	8	1	5	2	1	0	4	8	7	2	8	98	4	2	1	9	1	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	373	211	2	11	13	2017	0.45269	0.4800824807383138	1	2	2	9	6	2	2	3	2	7	9	9	5	1	1	5	44	4	1	3	3	3	3	2	4	2	4	2	2	3	3	2	4	4	3	3	1	3	2	3	2	5	99	3	1	1	2	5	99	3	3	5	4	3	3	4	3	6	5	3	96	5	2	4	5	7	2	5	97	4	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	375	315	1	10	26	2017	0.61146	0.6484597266832697	1	2	2	9	7	1	2	1	1	7	9	9	18	1	1	5	44	3	2	1	1	1	3	5	2	2	5	4	2	3	3	3	4	2	4	4	1	3	3	2	2	1	1	3	1	1	2	1	1	5	5	9	5	1	4	3	9	5	5	1	3	4	8	4	8	10	3	5	4	4	1	1	9	1	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	376	315	1	11	2	2017	0.7949	0.8429997657091733	1	2	2	9	5	2	2	1	1	2	1	1	15	1	1	5	44	4	2	4	4	2	3	2	4	1	4	5	4	2	3	5	5	2	4	4	1	1	3	4	2	1	1	3	1	1	2	1	1	5	5	6	4	1	6	6	6	5	7	1	5	6	5	4	4	10	4	98	5	4	1	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	377	11	1	11	24	2017	0.80563	0.8543790429592165	1	2	2	9	5	1	3	1	2	1	4	2	14	3	1	5	44	1	3	2	2	2	3	3	5	3	4	4	1	2	3	3	5	4	4	4	1	2	1	1	3	1	9	4	1	6	2	1	1	5	5	6	2	0	5	6	7	6	3	0	6	7	7	6	7	10	4	5	4	4	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	378	11	1	11	29	2017	1.00668	1.0675946712090962	1	1	2	9	7	1	2	1	2	7	9	9	9	2	1	5	44	2	2	2	2	2	3	3	4	4	4	3	2	2	2	3	4	4	4	4	1	2	2	2	2	1	4	3	1	4	2	1	5	5	5	4	2	1	9	6	5	2	2	0	9	5	4	5	6	9	4	5	3	4	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	379	11	1	11	29	2017	0.6042	0.6407604207340325	1	2	2	9	3	1	3	1	2	1	1	2	5	2	1	5	44	1	2	2	2	2	3	3	5	3	4	4	1	3	3	3	4	5	4	4	1	2	1	1	2	1	6	3	1	6	2	1	5	5	5	4	1	0	5	5	9	3	6	0	8	6	8	4	8	10	5	5	3	4	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	380	11	1	10	30	2017	0.47799	0.5069133954098978	2	9	9	1	3	2	2	1	2	2	1	2	9	1	1	5	44	2	4	1	1	2	3	2	4	4	1	2	2	1	1	3	5	3	4	3	1	2	2	1	2	1	1	2	1	1	1	1	1	5	5	10	5	0	5	4	7	9	3	0	5	5	6	4	6	10	4	6	3	4	1	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	381	11	1	10	31	2017	0.43727	0.4637294094246448	1	2	2	9	2	1	2	1	2	6	9	9	6	1	1	5	44	4	2	2	2	2	3	2	4	3	3	2	2	2	1	2	4	4	4	4	1	1	1	1	3	1	6	4	1	6	2	1	5	5	5	2	4	0	2	6	10	5	0	0	9	7	10	7	8	10	4	6	2	4	4	1	9	6	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	382	11	1	11	1	2017	0.82212	0.8718668604665059	2	9	9	1	6	1	2	1	2	7	9	9	8	2	1	5	44	2	2	2	2	2	3	4	4	3	2	2	2	2	2	2	4	4	4	3	1	2	2	1	3	1	1	4	1	1	2	1	1	5	5	9	3	0	6	6	7	8	5	0	7	6	7	4	7	10	3	5	3	4	2	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	383	11	1	11	9	2017	1.02953	1.091827335250428	2	9	9	1	6	1	3	1	2	7	9	9	8	1	1	5	44	1	2	3	1	3	3	2	4	4	1	2	2	2	4	2	5	5	3	4	1	2	1	1	3	5	99	2	1	1	2	1	1	5	5	9	4	0	6	5	7	7	3	1	6	6	7	4	6	10	6	5	4	4	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	384	11	1	11	12	2017	0.78408	0.8315250425176105	1	2	2	9	3	1	2	4	2	6	9	9	4	1	1	5	44	4	1	2	2	3	3	3	4	4	2	4	2	2	2	2	5	3	4	3	1	2	1	1	2	1	6	2	1	6	2	1	1	5	5	5	0	0	4	5	8	3	3	0	4	6	10	5	7	10	4	5	3	4	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	385	11	1	11	12	2017	1.4676	1.5564051530441347	2	9	9	1	3	2	2	1	2	1	1	2	9	2	1	5	44	1	3	2	2	3	3	2	3	3	1	2	2	2	2	2	5	5	4	4	1	2	1	1	2	1	1	3	1	1	1	1	1	5	5	10	3	0	6	8	8	9	5	0	8	7	8	3	7	10	4	4	3	4	2	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	386	43	2	11	25	2017	0.32469	0.3923888706911487	2	9	9	1	5	2	2	4	1	1	1	1	15	3	1	5	996	2	1	2	3	3	3	3	3	3	1	3	3	4	3	2	3	2	3	4	2	2	3	2	2	5	99	3	1	97	2	1	97	4	5	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	387	43	2	11	29	2017	3.67003	2.555830211799104	2	9	9	1	5	2	2	1	2	1	1	2	13	3	1	5	44	1	2	2	2	2	3	4	3	4	2	2	3	2	3	3	3	2	3	4	1	1	1	2	4	5	99	3	5	99	9	5	99	1	1	3	3	3	2	0	98	5	5	5	5	96	1	5	7	10	3	98	98	5	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	388	65	1	11	29	2017	0.61033	0.6472613498619697	1	1	2	9	7	2	2	2	2	7	9	9	15	1	1	5	44	1	1	3	3	3	3	3	4	3	2	2	3	2	3	3	3	2	3	3	1	2	8	2	8	5	99	2	1	2	2	1	2	5	5	5	7	3	7	98	7	7	2	2	6	98	7	4	8	9	5	98	5	5	2	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	389	399	2	11	29	2017	0.39439	0.41825472084292475	2	9	9	1	5	2	2	1	1	1	1	2	18	1	1	5	44	3	2	3	3	3	3	2	4	3	2	4	2	2	2	3	3	2	2	2	2	2	2	2	3	5	99	2	1	2	2	5	99	3	3	3	5	2	2	3	1	3	8	3	2	3	0	3	5	7	2	5	1	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	390	63	2	11	27	2017	0.78704	0.8346641534831397	2	9	9	1	5	2	1	1	2	2	1	2	17	3	1	5	44	1	2	2	2	1	3	3	3	4	5	4	3	1	5	3	1	5	3	4	1	1	2	2	3	5	99	4	1	2	1	1	2	5	5	1	9	1	3	7	1	4	9	0	5	4	4	5	6	10	4	6	5	5	1	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	391	54	1	10	24	2017	1.28275	1.3603697942677595	1	2	2	9	6	2	2	1	1	7	9	9	8	3	1	5	44	1	2	3	3	2	3	4	4	3	3	2	2	1	2	4	2	1	2	2	1	2	3	2	2	5	99	3	1	1	2	1	1	5	5	7	5	5	1	3	2	7	6	5	1	4	2	5	7	5	1	7	2	5	1	5	1	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	392	13	1	11	25	2017	3.02271	2.555830211799104	2	9	9	1	6	1	1	1	2	7	9	9	11	2	1	5	44	4	2	3	3	2	3	2	3	4	4	2	3	2	3	3	3	2	3	3	1	1	2	2	3	5	99	3	5	99	9	5	99	2	1	3	4	2	2	3	2	3	5	3	2	2	3	5	6	8	4	6	4	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	393	37	1	10	31	2017	0.76661	0.8129979247582203	1	2	2	9	5	1	2	1	1	1	1	2	77	4	1	5	44	1	2	1	1	1	3	3	3	3	1	1	3	4	1	3	3	3	2	3	1	3	1	1	3	88	99	2	1	1	2	1	2	3	3	7	4	4	3	5	7	8	5	4	7	5	8	3	4	9	5	6	5	5	4	1	9	1	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	394	399	2	11	29	2017	0.88828	0.9420302325879286	1	2	2	9	7	2	2	1	2	7	9	9	17	3	1	5	44	1	2	3	3	2	3	3	2	4	3	3	4	2	2	3	3	3	2	2	1	2	2	2	3	1	2	3	1	2	2	1	3	3	4	3	8	5	1	4	0	2	9	5	1	5	0	3	5	7	2	5	0	5	2	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	395	13	1	10	21	2017	0.96547	1.023891035097793	1	2	2	9	5	2	1	1	2	10	9	9	12	1	1	5	44	3	2	3	3	4	3	2	4	3	2	2	2	1	2	4	3	2	3	3	1	1	1	2	4	5	99	4	1	3	2	1	3	4	4	5	6	9	2	4	2	2	6	8	2	4	2	2	6	6	2	6	1	5	4	5	1	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	396	399	2	11	9	2017	0.45887	0.48663643538931733	1	2	2	9	7	2	2	4	2	7	9	9	14	3	1	5	44	1	1	2	2	2	3	3	2	3	2	2	3	2	3	3	3	2	3	3	1	2	3	3	3	1	2	2	1	2	2	1	4	4	4	1	10	5	2	5	0	2	9	4	1	5	0	3	6	9	1	7	0	5	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	397	51	1	10	28	2017	0.82212	0.8718668604665059	1	2	2	9	6	1	2	1	2	7	9	9	7	3	1	5	44	2	2	3	3	2	3	4	4	3	4	3	2	2	3	4	3	2	4	4	1	3	4	2	2	1	1	3	1	1	1	1	1	5	5	9	4	2	4	4	5	8	5	1	4	5	4	5	7	9	3	7	4	5	2	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	398	211	2	11	4	2017	0.63281	0.6711016250326103	2	9	9	1	6	1	2	1	1	1	1	1	13	3	1	5	44	3	2	2	2	1	3	1	4	2	3	1	2	1	2	4	2	2	2	3	1	2	2	3	3	5	99	3	1	3	2	1	1	4	5	5	3	7	2	2	2	6	4	7	3	3	2	5	6	5	2	4	2	5	1	5	1	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	399	211	2	11	25	2017	1.74736	1.8530935597050961	2	9	9	1	4	2	2	1	2	2	2	2	10	1	1	5	44	1	3	3	3	2	3	1	4	2	2	1	2	2	2	3	2	2	2	2	1	2	2	3	4	1	3	3	1	3	2	1	3	4	4	5	3	8	3	3	3	4	3	7	2	2	3	3	4	6	1	4	1	5	1	5	1	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	400	211	2	11	22	2017	0.83805	0.8887607921154518	2	9	9	1	7	1	2	1	2	7	9	9	8	2	1	5	44	3	2	3	3	3	3	4	2	4	5	4	4	4	4	2	4	4	3	4	3	3	3	3	2	1	2	3	1	2	2	1	2	4	4	4	7	4	3	5	3	5	7	4	3	5	3	3	5	7	2	5	2	5	1	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	401	399	2	11	12	2017	2.07131	2.1966459236521167	1	2	1	9	5	1	3	3	2	1	4	2	16	1	1	5	44	1	1	3	3	3	3	1	4	2	2	2	4	2	2	3	3	2	3	3	2	3	2	2	3	5	99	3	5	99	9	5	99	2	2	2	3	4	0	6	0	1	4	2	0	5	1	2	5	8	1	6	0	5	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	402	13	1	10	23	2017	1.90347	2.018649847822921	2	9	9	1	5	2	2	1	2	4	3	2	77	4	1	5	44	1	5	2	3	3	3	3	3	4	2	2	4	2	3	3	3	2	3	3	1	1	3	2	3	1	2	4	1	2	1	5	99	3	3	4	6	4	4	5	5	4	7	5	4	6	4	3	5	6	2	5	2	5	2	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	403	211	2	11	19	2017	1.26999	1.3468376807812215	2	9	9	1	7	1	1	2	2	7	9	9	77	4	1	5	44	1	6	3	4	3	3	5	3	4	5	3	2	1	2	3	2	2	2	2	1	2	3	5	3	5	99	3	1	2	2	1	2	4	4	3	8	6	1	3	2	3	8	6	1	2	2	3	5	7	1	4	2	5	1	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	404	13	1	11	29	2017	0.69036	0.7321340020820039	2	9	9	1	6	2	1	1	2	7	9	9	11	3	1	1	44	1	2	2	1	3	3	2	3	4	2	2	2	1	2	3	1	1	3	3	1	1	2	1	3	5	99	4	1	2	2	1	2	3	3	4	8	6	5	6	4	4	8	6	5	6	5	4	5	8	4	6	4	5	4	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	405	377	1	11	29	2017	1.01219	1.0734380838510102	2	9	9	1	7	1	2	2	1	7	9	9	9	2	1	5	44	3	1	2	1	1	3	3	2	4	4	2	3	2	2	3	1	1	2	2	1	1	1	3	4	1	3	2	1	3	1	1	3	3	5	4	5	6	0	0	1	4	8	7	0	0	4	5	7	7	3	4	5	5	2	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	406	399	2	11	13	2017	1.35035	1.4320603014534936	2	9	9	1	4	2	3	1	2	1	1	3	20	3	1	5	44	1	4	2	2	2	3	4	2	4	3	4	4	3	4	3	4	3	3	4	2	3	2	2	3	1	5	2	1	5	2	1	2	4	4	5	7	1	4	9	1	2	7	0	4	8	0	4	7	9	3	5	1	5	2	5	1	5	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	407	37	1	11	12	2017	1.36327	1.445762096613844	2	9	9	2	3	2	2	1	2	1	4	2	20	4	1	5	44	1	5	2	2	3	3	2	4	2	2	1	3	1	1	4	2	1	1	4	1	1	3	1	2	1	3	2	1	3	2	1	2	5	5	3	6	10	3	3	4	4	6	10	3	3	3	2	5	6	2	2	2	5	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	408	9	2	11	1	2017	0.46829	0.49662644393502164	2	9	9	2	6	1	3	3	2	7	9	9	77	5	1	1	44	1	1	1	1	1	3	4	2	3	3	2	4	1	2	3	2	1	2	2	1	2	4	5	2	1	2	2	1	2	1	1	2	5	5	3	7	5	1	3	2	4	7	6	1	5	2	3	5	6	1	4	2	5	1	1	9	2	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	409	211	2	11	25	2017	1.34253	1.4237671096459132	2	9	9	1	1	2	1	4	2	6	9	9	12	1	1	1	996	4	4	3	3	3	3	2	5	2	2	1	2	1	1	3	3	2	2	3	1	2	2	3	3	5	99	3	1	3	1	6	99	3	3	4	3	5	2	2	2	5	5	5	3	5	2	5	5	5	3	5	4	5	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	410	399	2	11	14	2017	0.65803	0.697847698867288	1	2	2	9	5	2	2	3	2	2	1	2	8	1	1	5	44	3	1	3	3	4	3	2	4	2	2	1	2	1	2	4	2	2	1	2	1	1	2	1	3	1	3	3	1	3	2	1	6	5	3	2	5	9	0	2	0	1	5	8	0	5	0	2	6	5	0	4	0	5	4	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	411	377	1	11	29	2017	0.58527	0.6206849577011043	2	9	9	1	5	1	3	1	1	1	4	2	20	1	1	5	44	1	3	1	1	1	3	3	2	4	2	2	5	3	4	3	5	4	3	3	2	3	3	3	3	5	99	2	1	97	2	1	97	2	2	3	2	0	6	3	2	3	3	0	6	3	2	3	8	9	4	4	3	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	412	11	1	11	21	2017	0.68778	0.729397885091779	1	2	2	9	3	1	3	1	2	1	1	2	20	4	1	5	44	1	4	2	2	3	3	3	3	2	1	3	2	2	3	3	4	3	3	2	1	2	2	2	2	1	2	2	1	2	2	1	2	5	5	3	9	5	4	5	4	1	10	5	4	5	5	3	5	7	4	5	4	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	413	61	1	11	28	2017	0.64212	0.6809749774275687	1	2	2	9	5	2	2	4	2	1	1	2	11	2	1	5	44	1	1	2	2	1	3	2	3	3	2	2	3	1	4	3	4	3	2	3	1	2	2	1	3	5	99	2	1	2	2	1	2	4	5	6	8	3	6	5	5	8	9	4	5	5	5	4	2	7	3	5	4	5	2	5	1	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	414	377	1	11	29	2017	1.09023	1.156200320253003	1	2	2	9	5	2	2	2	2	1	4	2	11	1	1	1	44	1	2	1	1	3	3	3	3	3	2	2	2	2	2	3	3	2	3	3	1	1	1	1	2	1	1	2	1	1	2	1	1	5	5	9	3	1	2	3	2	9	3	3	0	3	2	5	8	9	2	98	2	5	2	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	415	11	1	10	26	2017	0.67539	0.7162581604759323	1	2	2	9	3	1	2	1	2	1	1	2	12	2	1	5	44	1	3	2	2	2	3	2	2	3	1	4	8	2	3	3	4	2	4	3	2	2	2	2	2	88	99	4	1	1	2	1	2	5	5	8	5	5	4	3	96	8	4	2	96	5	96	3	6	9	4	5	96	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	416	11	1	10	26	2017	0.71203	0.7551152637789693	2	9	9	1	4	2	2	1	2	2	1	2	5	2	1	5	44	1	2	2	2	2	3	3	3	3	2	2	3	2	1	3	4	3	4	4	1	3	2	2	2	1	2	3	1	2	2	1	5	5	5	3	8	2	4	5	5	4	8	2	6	96	5	3	6	10	4	6	3	5	2	8	9	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	417	211	2	11	26	2017	1.09933	1.1658509654510825	2	9	9	3	7	1	1	2	2	7	9	9	5	5	1	5	44	1	1	3	3	3	3	1	4	2	3	2	2	1	1	3	2	2	3	3	1	2	2	5	2	5	99	3	1	3	1	1	6	4	4	3	5	7	1	4	1	4	5	7	96	3	1	3	5	6	2	4	2	5	1	5	1	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	418	11	1	11	22	2017	0.89408	0.9481811932636277	2	9	9	3	7	2	1	2	2	7	9	9	5	5	1	5	44	2	1	3	3	3	3	2	3	2	1	4	2	2	1	8	3	3	2	2	1	1	2	2	3	88	99	3	1	3	2	1	98	3	3	4	6	7	2	5	2	4	4	6	2	6	4	2	5	7	3	98	2	5	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	419	211	2	11	7	2017	0.67514	0.7159930328606003	1	1	1	9	4	1	3	3	1	1	1	1	19	1	1	1	996	4	4	1	1	1	3	2	4	3	4	3	3	2	3	2	3	3	3	3	1	3	2	2	3	1	6	2	1	6	1	1	5	5	5	5	5	2	5	5	7	5	5	2	4	5	7	4	7	9	3	5	5	5	1	5	1	6	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	420	315	1	11	17	2017	0.24473	0.3923888706911487	1	1	1	9	6	2	2	2	2	7	9	9	13	3	2	1	996	2	1	2	1	2	3	4	5	4	1	4	2	2	1	3	4	2	4	4	1	3	2	5	3	1	2	1	1	2	2	1	2	5	5	3	9	4	2	3	97	3	9	3	4	5	3	2	5	9	2	5	2	5	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	421	211	2	11	27	2017	0.19653	0.3923888706911487	2	9	9	1	6	1	2	3	2	7	9	9	77	1	1	5	44	4	2	3	3	2	3	1	4	1	4	1	1	3	3	3	2	4	3	3	1	2	2	3	2	1	10	3	1	10	2	1	6	3	3	5	3	4	5	3	5	4	3	3	5	3	4	5	7	5	3	6	4	5	1	5	5	99	9
