version	doi	A1	A2	A3	A4a	A4b	A4c	A5a	A5b	C01	C02	C03	C04	age	D02	D03	D04	D05	D06	D07a	D08	D09	D11	D14	D15	D16	D19	D20	Q01	Q02	Q03	Q04a	Q04b	Q04c	Q04d	Q04e	Q04f	Q04g	Q05a	Q05b	Q05c	Q05d	Q05e	Q06a	Q06b	Q06c	Q06d	Q07	Q08	Q09	Q10a	Q10b	Q11	Q12LH_a	Q12LH_b	Q12LH_d	Q13a	Q13b	Q14a	Q14b	Q15a	Q15b	Q15c	Q15d	Q15e	Q15f	Q16a	Q16b	Q16c	Q16d	Q16e	Q16f	Q17a	Q17b	Q17c	Q17d	Q17e	Q17f	Q18	Q21	Q22a	Q22b	Q22c	Q22d
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	956	211	2	11	4	2017	0.51996	0.5514230194718099	2	9	9	2	3	1	3	3	1	1	1	1	16	1	1	1	44	4	2	1	1	1	5	4	2	4	5	4	5	4	4	1	5	5	4	4	2	3	3	2	1	1	1	1	1	1	1	1	5	5	5	8	3	0	6	5	5	8	4	0	6	5	4	5	7	9	4	7	5	5	1	5	1	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	957	211	2	11	18	2017	0.58731	0.6228483990422123	2	9	9	1	4	1	2	3	1	1	1	4	77	1	1	5	44	3	1	3	3	1	5	3	4	3	4	2	3	2	3	2	3	2	3	3	1	3	3	3	3	5	99	4	1	3	2	1	1	4	4	4	3	5	2	2	2	4	4	3	2	3	3	3	7	5	1	3	3	5	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	958	37	1	11	4	2017	0.71573	0.7590391524858807	2	9	9	2	5	1	2	1	1	1	2	2	12	3	1	5	44	4	3	1	1	1	5	3	3	5	3	1	2	3	2	3	4	3	2	4	3	1	4	1	2	1	1	2	1	1	2	1	1	5	5	10	4	0	3	0	5	8	4	0	2	0	7	6	9	10	4	9	4	5	2	1	9	1	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	959	51	1	10	29	2017	0.79475	0.8428406891399741	1	2	1	9	3	1	3	1	1	1	1	2	20	3	1	1	44	3	3	2	2	1	5	5	1	5	5	4	5	2	3	2	4	3	3	3	1	3	4	3	2	1	2	2	1	2	2	1	2	5	5	5	7	2	4	6	4	6	7	2	4	7	4	4	7	9	3	5	4	5	2	5	1	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	960	211	2	11	25	2017	0.60665	0.6433586713642848	1	2	2	9	7	1	2	1	2	7	9	9	77	2	1	5	44	4	2	3	3	3	5	3	2	4	3	3	4	2	3	2	2	3	3	3	1	3	4	5	2	5	99	3	1	2	2	1	2	4	4	4	8	5	2	5	2	3	7	4	1	5	2	3	5	8	2	5	2	5	1	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	961	211	2	11	18	2017	0.25416	0.3923888706911487	1	2	2	9	3	1	2	1	1	1	1	4	11	2	1	5	44	4	2	2	2	1	5	4	3	4	5	3	4	2	3	2	4	3	3	3	2	3	4	4	3	5	99	4	1	2	2	1	1	4	4	5	7	4	2	3	2	5	7	5	1	3	3	3	6	7	1	97	3	5	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	962	52	2	10	20	2017	0.94494	1.0021187553267406	2	9	9	1	7	2	2	1	2	7	9	9	7	3	1	5	44	4	2	3	3	3	5	5	1	4	5	5	3	2	3	2	3	3	3	3	1	2	3	1	2	1	1	2	1	1	2	1	1	5	4	7	3	1	3	3	4	7	4	1	2	4	3	5	7	9	3	3	3	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	963	13	1	11	29	2017	1.30652	1.3855781279335124	2	9	9	2	3	2	2	1	2	2	1	2	15	2	1	5	44	1	2	3	4	3	5	4	2	4	4	3	4	2	2	3	3	3	3	3	1	2	3	2	3	1	2	3	1	2	1	1	2	4	3	3	6	5	5	6	5	4	9	6	4	5	5	3	5	8	2	6	3	5	1	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	964	315	1	10	29	2017	0.53321	0.5654747830843984	2	9	9	1	7	2	2	2	2	7	9	9	10	2	1	5	44	4	1	4	4	4	5	1	5	1	3	8	1	1	1	5	1	1	3	4	1	1	2	1	8	5	99	3	1	97	8	1	1	2	2	5	8	3	3	0	0	0	8	5	4	0	0	2	8	8	4	98	3	5	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	965	211	2	11	25	2017	1.52637	1.6187313528563476	1	1	2	9	7	1	2	1	2	7	9	9	77	4	1	5	44	1	6	3	3	1	5	4	2	4	4	3	3	2	2	3	2	2	3	3	1	3	4	5	3	1	2	2	1	2	1	1	2	5	5	3	8	6	1	3	1	2	7	6	1	4	1	3	5	6	1	3	1	5	1	5	1	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	966	52	2	10	20	2017	0.3634	0.3923888706911487	1	2	1	9	2	1	3	4	2	1	4	2	77	1	1	1	44	3	1	1	1	1	5	5	2	4	5	4	4	3	3	1	5	4	4	4	2	3	3	2	3	1	5	2	1	5	2	1	8	5	5	4	6	1	4	9	2	6	5	1	3	8	3	4	7	9	1	5	2	5	2	1	9	5	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	967	9	2	11	1	2017	0.35144	0.3923888706911487	1	1	1	9	4	1	3	3	1	1	1	2	20	4	1	1	44	1	1	1	1	1	5	5	1	5	5	5	5	3	3	1	4	4	4	4	1	4	4	5	2	1	2	1	1	2	2	1	2	5	5	5	7	2	3	6	3	5	6	3	3	5	3	3	5	8	2	4	3	5	1	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	968	211	2	11	25	2017	0.4405	0.46715485821473246	1	1	1	9	4	2	2	1	1	1	1	1	18	3	1	5	44	1	4	2	2	1	5	5	1	5	4	4	4	3	3	2	3	3	3	3	1	2	4	5	2	5	99	3	1	2	1	1	2	5	5	3	7	5	2	4	2	4	6	5	3	5	2	3	5	7	1	5	1	5	1	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	969	52	2	10	20	2017	0.56831	0.6026987002769911	1	2	2	9	4	1	2	1	1	1	1	1	77	2	1	5	44	4	3	2	2	2	5	4	2	5	5	3	3	3	4	2	4	3	4	3	1	3	3	1	2	1	1	2	1	1	2	1	1	4	4	6	3	2	4	3	4	7	5	2	4	4	4	5	7	8	3	6	4	5	1	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	970	211	2	11	25	2017	0.93332	0.989795623766116	2	9	9	3	7	2	1	2	2	7	9	9	4	1	2	1	44	4	1	3	3	3	5	4	1	5	5	4	4	3	3	2	3	4	3	4	1	3	4	2	2	1	1	2	1	1	1	1	1	5	5	9	4	2	3	3	2	9	5	2	96	96	98	5	7	9	2	97	3	5	1	1	9	1	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	971	211	2	11	4	2017	0.34752	0.3923888706911487	2	9	9	2	3	1	2	1	1	1	1	2	17	2	1	5	44	2	3	2	3	1	5	4	1	4	5	3	4	2	3	2	4	3	3	3	1	3	4	4	2	1	2	3	1	2	2	1	2	5	5	3	7	3	3	5	2	4	6	4	3	5	2	3	5	7	2	5	3	5	1	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	972	61	1	11	27	2017	0.5874	0.6229438449837318	2	9	9	1	5	1	3	1	1	1	1	1	20	6	1	5	44	3	4	1	1	1	5	3	5	4	1	4	3	1	5	1	1	1	4	4	1	1	3	1	4	1	6	2	1	6	2	1	3	5	3	0	5	10	0	3	10	5	10	5	0	3	10	1	7	10	0	4	3	5	2	5	1	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	973	211	2	11	19	2017	0.56496	0.5991459902315442	2	9	9	1	6	1	2	1	2	1	1	2	15	3	1	5	44	1	4	2	3	1	5	3	3	3	4	2	4	1	3	2	3	3	3	3	1	3	4	5	3	1	2	2	1	2	2	1	2	5	5	3	7	7	2	4	2	3	7	5	2	3	3	3	5	6	2	3	2	5	1	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	974	211	2	11	22	2017	0.86287	0.9150826617655986	1	2	2	9	7	1	2	1	2	7	9	9	77	1	1	5	44	1	2	3	3	3	5	4	3	4	4	3	2	2	3	2	4	3	3	3	2	3	4	4	3	1	2	3	1	2	2	1	2	5	5	4	8	5	3	5	2	4	8	5	3	4	2	3	6	8	2	5	3	5	1	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	975	211	2	11	11	2017	0.46136	0.4892771064380226	1	2	1	9	4	1	3	1	2	1	4	2	20	2	1	1	996	3	3	1	1	1	5	4	2	5	5	3	4	3	4	1	5	4	4	3	1	3	4	4	2	1	2	2	1	2	1	1	2	5	5	5	8	2	4	7	2	7	9	2	4	7	2	4	6	9	3	5	3	5	1	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	976	51	1	10	29	2017	1.16152	1.2318041110410354	1	2	2	9	2	2	2	4	2	6	9	9	18	3	1	1	44	4	3	1	1	2	5	4	2	5	5	5	4	3	4	1	5	5	4	4	2	4	4	1	2	1	1	2	1	1	2	1	5	5	5	7	4	0	6	5	5	8	3	0	5	4	5	4	7	9	3	6	6	5	1	5	1	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	977	9	2	11	1	2017	2.10997	2.2376452580870354	1	1	2	9	1	2	1	4	2	6	9	9	14	3	1	1	996	1	3	2	2	2	5	5	3	4	5	5	4	4	5	1	5	5	4	4	2	4	4	1	2	1	1	2	1	1	2	6	99	5	5	7	4	1	5	5	5	7	4	1	5	5	4	5	6	8	4	6	4	5	2	5	1	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	978	19	2	10	31	2017	1.25083	1.326518300342188	1	2	1	9	4	2	2	3	2	1	4	2	77	3	2	1	996	4	97	1	1	2	5	3	2	4	4	4	3	3	2	1	5	3	4	4	1	1	8	1	2	1	1	2	1	1	2	1	1	5	5	10	5	0	7	4	4	9	4	0	7	4	5	4	9	10	2	8	3	5	1	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	979	211	2	11	19	2017	0.41767	0.4429434043826272	2	9	9	1	2	2	3	4	2	1	1	2	12	1	1	5	44	1	1	1	2	1	5	5	2	4	4	3	4	2	3	2	2	3	3	3	1	3	4	4	3	1	2	3	1	2	2	5	99	4	4	4	7	3	2	6	2	4	7	3	3	6	3	3	6	8	2	5	3	5	1	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	980	211	2	11	6	2017	0.68982	0.7315613264328871	2	9	9	2	2	1	2	4	2	6	9	9	16	1	1	1	44	1	4	1	1	1	5	5	2	4	5	4	5	3	4	1	4	4	4	4	1	4	4	3	2	1	5	2	1	5	2	1	8	5	5	5	5	2	4	7	3	5	6	2	4	7	3	4	7	9	3	5	3	5	1	1	9	5	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	981	211	2	11	22	2017	0.30117	0.3923888706911487	1	2	2	9	2	2	2	4	1	1	1	4	15	1	1	1	44	4	2	1	1	1	5	4	1	4	5	4	4	3	4	1	5	5	4	4	2	3	4	2	1	1	1	1	1	1	1	1	1	5	5	9	3	1	6	4	3	9	4	1	6	4	5	5	7	9	4	6	4	5	1	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	982	315	1	11	16	2017	1.05448	1.1182870712605473	1	2	2	9	7	2	2	2	2	7	9	9	5	1	1	5	44	1	1	3	4	5	5	1	4	1	5	1	1	1	1	4	1	1	4	4	1	1	3	1	8	5	99	3	1	2	2	1	2	5	5	5	5	3	2	3	2	5	5	2	5	5	5	5	5	9	4	8	98	5	1	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	983	211	2	11	22	2017	0.41663	0.4418404735028467	1	2	2	9	3	2	2	1	1	1	1	2	17	1	1	5	44	1	2	1	2	1	5	4	1	4	5	3	5	3	3	2	4	3	3	3	1	3	4	4	2	1	2	2	1	2	2	1	1	5	5	5	7	3	4	6	2	4	7	4	4	5	3	3	5	7	2	4	2	5	1	5	1	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	984	211	2	11	6	2017	0.674	0.7147840509346871	1	1	1	9	3	2	3	1	1	1	1	1	18	1	1	1	44	4	3	1	1	1	5	5	3	4	5	3	3	3	4	1	4	4	3	3	2	3	4	2	1	1	1	2	1	1	1	1	1	4	4	8	3	2	6	4	4	7	4	2	5	5	4	5	7	8	4	6	5	5	2	5	1	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	985	211	2	11	26	2017	0.57014	0.6046394344212204	2	9	9	2	3	1	3	4	1	1	1	1	14	1	1	1	44	4	1	1	1	1	5	5	1	3	5	4	5	3	3	1	4	4	4	4	2	4	3	3	2	1	5	1	1	5	1	1	8	5	5	5	5	1	5	10	3	7	5	1	5	8	3	4	7	9	3	5	3	5	1	1	9	5	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	986	211	2	11	12	2017	1.0507	1.1142783417167295	2	9	9	3	7	1	2	2	2	7	9	9	6	1	1	1	44	4	1	3	3	3	5	4	2	4	5	4	3	3	4	1	4	4	3	4	2	4	4	2	1	1	1	2	1	1	2	1	1	5	5	9	4	2	4	4	3	9	5	2	6	5	3	5	7	9	4	5	5	5	2	1	9	1	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	987	315	1	11	16	2017	1.21778	1.2914684295953165	1	2	2	9	5	2	2	1	2	7	9	9	13	4	1	5	44	1	2	3	3	1	5	1	4	2	4	1	1	1	1	5	1	1	4	4	1	1	2	1	4	1	2	2	1	2	2	1	2	5	4	0	7	2	0	0	0	0	10	0	0	0	0	1	5	10	1	5	1	5	5	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	988	211	2	11	22	2017	0.50496	0.5355153625518985	2	9	9	1	7	1	3	2	2	7	9	9	13	4	1	1	44	3	1	3	3	1	5	4	2	3	4	3	4	1	3	2	4	4	3	4	2	3	4	4	2	5	99	2	1	2	1	1	2	5	5	4	7	5	1	4	2	3	8	6	2	6	2	3	5	7	2	3	2	5	2	5	1	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	989	211	2	11	6	2017	1.35639	1.4384657846399111	2	9	9	3	7	2	1	2	2	7	9	9	77	4	1	5	44	1	1	3	3	3	5	5	3	3	5	3	3	3	4	2	2	4	2	3	2	2	4	1	2	1	1	3	1	1	2	1	1	4	4	7	4	5	3	4	3	7	4	5	2	4	3	5	7	7	97	97	3	5	1	5	1	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	990	211	2	11	26	2017	0.98765	1.0474131571300351	2	9	9	1	1	1	1	4	2	6	9	9	17	2	1	5	44	4	4	2	2	2	5	4	1	4	4	4	4	2	3	2	4	3	4	3	1	3	4	4	2	1	2	3	1	2	1	6	99	5	5	4	7	3	4	6	2	4	8	2	4	6	3	4	6	8	2	5	2	5	1	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	991	54	1	10	26	2017	0.2588	0.3923888706911487	1	2	2	9	2	2	2	4	1	1	1	1	9	1	1	5	44	4	1	2	2	2	5	5	2	3	5	3	4	3	3	3	3	3	4	3	1	3	3	2	2	1	1	3	1	1	2	1	5	5	5	7	4	1	5	5	5	8	5	1	4	6	4	5	6	8	3	6	4	5	2	5	1	1	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	992	211	2	11	19	2017	0.4725	0.5010911929772102	1	1	2	9	3	2	2	4	2	2	1	2	12	1	1	5	996	1	2	3	3	2	5	3	4	2	5	3	3	2	3	2	4	3	3	3	2	3	4	3	2	5	99	3	1	1	2	5	99	3	3	5	4	3	3	4	3	5	4	2	3	3	2	5	6	8	3	6	97	5	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	993	13	1	11	3	2017	0.45127	0.47857655588322884	1	1	1	9	4	1	3	1	2	1	4	2	19	2	1	5	44	1	4	2	3	2	5	4	3	3	5	4	3	3	3	2	4	4	4	4	1	2	3	2	2	5	99	2	1	2	1	5	99	4	4	3	7	3	4	6	3	2	8	3	4	7	3	2	5	8	1	6	2	5	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	994	211	2	11	26	2017	0.52448	0.5562165267570099	2	9	9	1	5	2	2	3	1	1	1	1	10	3	1	1	44	3	1	1	1	1	5	5	2	4	5	4	5	3	3	1	4	3	3	3	2	3	4	3	2	1	1	2	1	1	1	1	1	5	5	8	4	2	4	5	3	8	5	2	5	4	3	4	6	8	3	5	3	5	2	5	1	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	995	211	2	11	23	2017	2.09614	2.222978398406877	2	9	9	3	7	2	1	2	2	7	9	9	77	5	1	5	44	1	5	3	3	3	5	4	3	2	4	2	2	3	3	3	3	2	3	3	1	3	4	2	3	5	99	3	1	1	2	1	1	4	4	5	4	5	2	1	1	3	5	5	3	3	1	5	7	5	2	7	3	5	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	996	54	1	10	26	2017	0.5748	0.6095814131710061	2	9	9	1	7	1	2	1	2	7	9	9	12	3	1	5	44	1	2	2	2	1	5	5	3	3	4	3	4	2	3	3	3	2	2	2	1	2	3	5	3	1	2	3	1	2	2	1	4	4	4	3	6	5	1	2	1	2	5	5	1	3	1	3	5	6	1	3	2	5	4	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	997	63	2	11	28	2017	0.63108	0.6692669419345137	2	9	9	3	6	2	1	2	2	7	9	9	5	1	1	1	44	4	1	4	3	7	5	1	5	1	7	2	1	1	1	5	2	1	8	1	1	1	1	1	4	5	99	4	1	1	2	1	1	5	3	97	9	8	1	1	1	1	10	5	6	2	1	5	7	7	6	97	97	5	2	5	1	1	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	998	211	2	11	12	2017	0.57435	0.6091041834634089	2	9	9	1	5	2	2	1	2	2	1	2	14	4	1	5	44	1	4	3	3	2	5	3	4	3	4	2	3	2	3	3	2	2	3	3	2	3	2	5	3	5	99	3	1	2	2	5	99	3	3	3	5	3	1	3	1	3	6	3	96	3	1	3	5	6	1	3	2	5	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	999	54	1	10	26	2017	0.34485	0.3923888706911487	2	9	9	1	6	2	2	2	1	7	9	9	6	2	1	5	44	2	1	2	2	2	5	5	2	3	5	4	4	3	3	2	4	4	4	3	1	3	4	2	7	1	1	3	1	1	2	1	1	5	4	7	5	2	5	5	4	7	4	2	4	5	4	5	7	9	4	6	5	5	1	5	1	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1000	211	2	11	7	2017	1.13391	1.202523417203785	2	9	9	3	6	1	2	1	1	7	9	9	9	2	1	5	44	1	2	3	3	3	5	3	2	3	4	2	2	2	3	3	3	2	2	3	2	3	2	3	2	5	99	3	1	1	2	5	99	4	4	5	3	5	2	3	3	5	5	5	2	4	2	5	6	7	2	97	97	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1001	211	2	11	26	2017	0.96994	1.0286315168599265	2	9	9	1	3	2	2	1	2	1	3	2	77	4	1	5	44	1	5	3	3	2	5	3	4	3	4	2	3	2	2	3	3	2	2	2	1	1	3	5	2	5	99	3	1	2	1	1	2	5	5	3	7	6	2	5	1	4	8	6	2	4	2	3	5	7	1	4	1	5	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1002	211	2	11	13	2017	1.59607	1.6926489320108695	2	9	9	1	7	1	2	1	1	7	9	9	8	2	1	5	44	1	2	2	2	3	5	4	1	5	5	4	3	3	3	2	4	3	2	3	2	4	4	1	2	1	1	2	1	1	1	1	1	4	4	8	4	3	3	3	3	8	5	2	96	4	5	5	7	8	3	6	4	5	2	5	1	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1003	315	1	11	1	2017	0.65865	0.698505215353311	2	9	9	3	7	2	1	2	2	7	9	9	5	5	1	1	44	1	1	3	2	3	5	1	4	7	2	1	1	1	3	5	4	2	3	2	1	2	1	4	3	77	99	3	1	2	2	1	2	4	5	4	5	3	2	2	98	5	9	4	5	7	98	3	5	8	5	5	98	5	8	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1004	211	2	11	8	2017	0.78188	0.8291919195026901	1	2	1	9	4	2	3	1	1	1	1	2	20	3	1	1	44	3	4	1	1	1	5	5	2	4	4	3	3	2	3	3	3	3	3	3	1	3	4	4	2	1	2	2	1	2	1	1	2	5	5	4	8	4	3	7	2	4	8	5	3	6	3	3	5	7	1	4	2	5	1	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1005	315	1	11	17	2017	1.1871	1.258931968641791	1	1	1	9	6	2	2	1	2	7	9	9	8	5	1	5	44	1	3	3	4	2	5	1	5	1	1	1	1	1	1	5	1	1	4	2	1	1	1	3	2	77	99	3	1	2	2	1	3	3	5	5	7	6	5	2	1	5	10	4	1	2	1	4	5	7	5	5	98	5	8	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1006	211	2	11	13	2017	0.45127	0.47857655588322884	1	1	1	9	4	1	2	1	2	1	1	2	77	3	1	5	44	1	3	2	2	2	5	4	3	4	4	3	4	2	3	2	4	2	3	3	1	3	3	4	3	5	99	2	1	2	2	1	4	4	4	3	7	6	2	4	2	5	7	6	2	5	2	3	6	7	2	4	2	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1007	13	1	11	8	2017	0.23103	0.3923888706911487	2	9	9	2	5	1	2	1	2	1	4	2	20	2	1	5	44	1	2	2	1	2	5	4	2	4	4	4	4	2	3	3	3	2	2	3	1	2	3	2	2	5	99	3	1	97	1	1	97	5	4	5	7	4	3	6	7	4	6	5	4	7	7	4	5	7	4	6	5	5	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1008	315	1	10	26	2017	0.87547	0.9284450935783242	1	2	2	9	6	2	2	1	2	1	3	2	77	4	1	5	44	1	3	3	3	3	5	2	4	1	7	5	1	1	1	5	1	1	3	2	1	1	8	2	4	1	2	3	1	2	1	5	99	5	5	5	7	5	0	98	98	3	9	5	3	5	98	4	6	7	5	98	98	5	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1009	211	2	11	27	2017	1.10644	1.1733911948311206	2	9	9	2	3	2	3	1	2	1	4	2	20	1	1	1	44	4	3	1	1	1	5	4	1	4	5	4	5	3	3	2	3	4	4	4	1	4	3	4	3	1	5	2	1	5	1	1	8	5	5	5	5	0	4	8	2	6	6	0	4	8	2	4	6	7	2	6	2	5	1	1	9	5	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1010	211	2	11	13	2017	0.36345	0.3923888706911487	2	9	9	1	5	2	2	1	1	2	1	4	15	1	1	1	44	3	2	3	3	2	5	3	3	3	5	3	2	2	3	1	4	2	3	3	1	3	2	2	2	5	99	2	1	1	1	5	99	4	4	6	3	3	4	4	4	6	4	3	3	5	3	5	7	9	3	6	98	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1011	315	1	11	19	2017	1.47787	1.5672965954819673	2	9	9	1	5	2	2	1	1	2	1	1	77	3	1	5	44	1	4	3	3	1	5	2	5	4	2	5	4	1	1	4	4	1	4	2	1	1	1	3	2	5	99	2	1	3	2	1	1	5	5	4	4	5	5	2	97	2	7	4	1	4	97	3	7	10	2	5	97	5	5	5	1	1	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1012	211	2	11	8	2017	0.83605	0.8866397711927969	2	9	9	1	7	2	2	2	2	7	9	9	5	4	1	1	44	2	1	3	3	3	5	4	3	3	5	3	3	1	3	1	3	4	2	3	2	3	3	2	2	1	1	2	1	1	2	1	1	5	5	8	4	2	4	5	3	7	5	2	5	5	3	5	6	8	3	6	4	5	2	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1013	315	1	11	19	2017	0.89472	0.9488599199588772	2	9	9	3	7	2	2	1	2	7	9	9	19	1	1	5	44	3	2	2	2	1	5	2	4	1	7	5	4	1	1	8	2	1	4	4	1	1	1	5	4	1	2	3	1	2	2	1	2	5	5	1	7	3	1	7	1	1	10	3	1	7	1	2	5	10	2	7	1	5	1	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1014	211	2	11	13	2017	0.87631	0.9293359223658393	2	9	9	1	6	2	2	1	2	7	9	9	77	3	1	5	44	2	2	3	3	2	5	2	3	2	4	3	3	2	3	3	3	2	2	3	1	3	2	3	2	5	99	2	1	1	1	5	99	4	4	6	3	2	4	4	3	8	5	2	4	5	4	5	7	9	2	6	3	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1015	211	2	11	8	2017	0.71566	0.7589649167535877	2	9	9	2	3	1	2	1	1	1	1	3	15	3	1	5	44	1	4	1	1	2	5	5	2	4	5	4	4	2	3	2	3	3	2	3	1	3	3	2	2	1	1	2	1	1	1	1	1	5	5	9	5	4	4	5	2	7	5	4	4	4	3	5	6	7	2	6	3	5	1	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1016	62	1	11	29	2017	0.98674	1.046448092610227	1	2	2	9	5	2	1	2	2	3	2	2	4	1	2	1	996	3	1	4	4	5	5	1	4	5	8	1	1	4	8	8	5	3	4	4	2	4	4	1	8	5	99	3	1	1	2	5	99	5	3	9	5	1	9	98	98	5	5	1	8	5	98	2	97	9	8	97	97	5	1	5	1	1	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1017	315	1	11	20	2017	0.83454	0.8850384003961925	1	2	2	9	6	2	2	1	2	2	1	2	14	3	1	5	44	1	2	3	3	3	5	2	4	1	1	3	2	1	1	3	2	1	3	4	1	1	3	5	3	1	2	2	1	2	2	1	2	4	5	4	8	4	1	4	98	1	10	3	4	1	4	4	7	10	4	4	1	5	4	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1018	62	1	11	29	2017	0.59324	0.629137226077884	1	2	2	9	6	2	1	2	2	7	9	9	5	6	1	5	44	1	1	3	4	2	5	2	4	1	2	3	1	1	2	2	4	2	1	4	1	4	3	5	3	5	99	2	1	2	2	1	1	5	5	1	6	1	6	6	5	1	10	2	7	5	1	2	7	9	2	7	5	5	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1019	211	2	11	14	2017	1.11514	1.1826176358446692	2	9	9	2	4	2	3	1	2	1	4	2	77	1	1	1	44	4	3	3	3	2	5	2	4	2	5	4	2	1	3	1	4	4	3	4	2	3	3	3	3	5	99	2	1	5	2	5	99	3	3	5	4	1	3	7	3	5	5	2	5	7	3	5	7	9	3	5	4	5	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	1020	211	2	11	8	2017	0.88247	0.9358686668076162	2	9	9	2	3	1	3	1	2	1	4	2	20	2	1	1	44	3	2	1	1	1	5	4	2	3	5	4	3	3	3	2	4	3	3	3	1	3	3	3	3	1	5	2	1	5	1	1	8	5	5	4	5	3	3	7	3	5	6	4	4	7	3	4	7	8	3	5	4	5	1	1	9	5	2
